WBGene00000001,ENSP00000379855
WBGene00007643,ENSP00000309141
WBGene00007645,ENSP00000346464
WBGene00007664,ENSP00000340943
WBGene00007666,ENSP00000376628
WBGene00007670,ENSP00000300105
WBGene00007680,ENSP00000365049
WBGene00007681,ENSP00000405260
WBGene00007683,ENSP00000337688
WBGene00007686,ENSP00000252487
WBGene00007690,ENSP00000310803
WBGene00007694,ENSP00000370672
WBGene00007696,ENSP00000262213
WBGene00007697,ENSP00000356920
WBGene00007698,ENSP00000326424
WBGene00007703,ENSP00000359000
WBGene00007704,ENSP00000282892
WBGene00007705,ENSP00000335808
WBGene00007706,ENSP00000316950
WBGene00007707,ENSP00000219368
WBGene00007708,ENSP00000332198
WBGene00007710,ENSP00000261475
WBGene00007712,ENSP00000359262
WBGene00007718,ENSP00000203664
WBGene00007730,ENSP00000263084
WBGene00007744,ENSP00000240651
WBGene00007745,ENSP00000368192
WBGene00007750,ENSP00000368190
WBGene00007752,ENSP00000295888
WBGene00007753,ENSP00000354238
WBGene00007756,ENSP00000299234
WBGene00007761,ENSP00000386520
WBGene00007782,ENSP00000259698
WBGene00007784,ENSP00000318297
WBGene00007787,ENSP00000267103
WBGene00007799,ENSP00000385142
WBGene00007801,ENSP00000262209
WBGene00007836,ENSP00000358417
WBGene00007848,ENSP00000341625
WBGene00007860,ENSP00000366070
WBGene00007878,ENSP00000286692
WBGene00007882,ENSP00000281146
WBGene00007886,ENSP00000292147
WBGene00007904,ENSP00000226578
WBGene00007912,ENSP00000230124
WBGene00007917,ENSP00000319851
WBGene00007918,ENSP00000313681
WBGene00007922,ENSP00000392147
WBGene00007923,ENSP00000295958
WBGene00007924,ENSP00000367145
WBGene00007927,ENSP00000264954
WBGene00007941,ENSP00000372394
WBGene00007942,ENSP00000331897
WBGene00007952,ENSP00000373770
WBGene00007952,ENSP00000404853
WBGene00007953,ENSP00000295757
WBGene00007955,ENSP00000418910
WBGene00007956,ENSP00000301226
WBGene00007959,ENSP00000361143
WBGene00007965,ENSP00000271469
WBGene00007969,ENSP00000253382
WBGene00007971,ENSP00000219252
WBGene00007972,ENSP00000363313
WBGene00007974,ENSP00000396308
WBGene00007979,ENSP00000404539
WBGene00007980,ENSP00000198767
WBGene00007982,ENSP00000323927
WBGene00007983,ENSP00000402140
WBGene00007984,ENSP00000372056
WBGene00007993,ENSP00000370223
WBGene00008000,ENSP00000348019
WBGene00008006,ENSP00000408580
WBGene00008008,ENSP00000387056
WBGene00008018,ENSP00000383212
WBGene00008019,ENSP00000389176
WBGene00008027,ENSP00000362778
WBGene00008041,ENSP00000356982
WBGene00008052,ENSP00000371294
WBGene00008053,ENSP00000351777
WBGene00008078,ENSP00000307666
WBGene00008082,ENSP00000354024
WBGene00008094,ENSP00000192788
WBGene00008117,ENSP00000221130
WBGene00008119,ENSP00000352308
WBGene00008121,ENSP00000370055
WBGene00008131,ENSP00000362481
WBGene00008132,ENSP00000397709
WBGene00008133,ENSP00000254730
WBGene00008136,ENSP00000269445
WBGene00008140,ENSP00000310520
WBGene00008143,ENSP00000377225
WBGene00008148,ENSP00000256497
WBGene00008149,ENSP00000362329
WBGene00008151,ENSP00000417464
WBGene00008164,ENSP00000320236
WBGene00008165,ENSP00000296603
WBGene00008183,ENSP00000255006
WBGene00008220,ENSP00000354610
WBGene00008224,ENSP00000238688
WBGene00008225,ENSP00000260361
WBGene00008236,ENSP00000287025
WBGene00008237,ENSP00000313318
WBGene00008238,ENSP00000339175
WBGene00008239,ENSP00000384708
WBGene00008252,ENSP00000368628
WBGene00008258,ENSP00000348959
WBGene00008263,ENSP00000261249
WBGene00008273,ENSP00000307859
WBGene00008274,ENSP00000334642
WBGene00008288,ENSP00000262498
WBGene00008311,ENSP00000261991
WBGene00008311,ENSP00000333896
WBGene00008316,ENSP00000370718
WBGene00008317,ENSP00000391199
WBGene00008320,ENSP00000352167
WBGene00008331,ENSP00000298832
WBGene00008338,ENSP00000221265
WBGene00008339,ENSP00000261250
WBGene00008345,ENSP00000321455
WBGene00008348,ENSP00000377437
WBGene00008361,ENSP00000355961
WBGene00008362,ENSP00000266679
WBGene00008364,ENSP00000336801
WBGene00008366,ENSP00000413428
WBGene00008370,ENSP00000370430
WBGene00008371,ENSP00000367208
WBGene00008375,ENSP00000263278
WBGene00008379,ENSP00000351857
WBGene00008380,ENSP00000257181
WBGene00008386,ENSP00000360532
WBGene00008398,ENSP00000388543
WBGene00008402,ENSP00000298125
WBGene00008405,ENSP00000216129
WBGene00008408,ENSP00000369833
WBGene00008410,ENSP00000238561
WBGene00008411,ENSP00000357453
WBGene00008412,ENSP00000300107
WBGene00008414,ENSP00000215565
WBGene00008415,ENSP00000244217
WBGene00008418,ENSP00000320848
WBGene00008419,ENSP00000323680
WBGene00008422,ENSP00000259335
WBGene00008424,ENSP00000387156
WBGene00008425,ENSP00000228495
WBGene00008426,ENSP00000354960
WBGene00008427,ENSP00000404938
WBGene00008428,ENSP00000273783
WBGene00008429,ENSP00000309198
WBGene00008430,ENSP00000262879
WBGene00008431,ENSP00000369820
WBGene00008435,ENSP00000317379
WBGene00008439,ENSP00000287396
WBGene00008441,ENSP00000302239
WBGene00008443,ENSP00000282096
WBGene00008452,ENSP00000272418
WBGene00008455,ENSP00000199320
WBGene00008456,ENSP00000254928
WBGene00008457,ENSP00000261700
WBGene00008458,ENSP00000370201
WBGene00008459,ENSP00000258105
WBGene00008480,ENSP00000417229
WBGene00008502,ENSP00000364543
WBGene00008502,ENSP00000372827
WBGene00008502,ENSP00000394400
WBGene00008502,ENSP00000399530
WBGene00008502,ENSP00000400626
WBGene00008502,ENSP00000412310
WBGene00008504,ENSP00000026218
WBGene00008505,ENSP00000228318
WBGene00008506,ENSP00000280605
WBGene00008506,ENSP00000391481
WBGene00008512,ENSP00000217407
WBGene00008514,ENSP00000343657
WBGene00008531,ENSP00000413456
WBGene00008532,ENSP00000389943
WBGene00008538,ENSP00000260324
WBGene00008546,ENSP00000253778
WBGene00008546,ENSP00000349860
WBGene00008548,ENSP00000306817
WBGene00008570,ENSP00000264773
WBGene00008571,ENSP00000265014
WBGene00008585,ENSP00000360727
WBGene00008586,ENSP00000406841
WBGene00008604,ENSP00000379857
WBGene00008606,ENSP00000309429
WBGene00008624,ENSP00000295982
WBGene00008639,ENSP00000380455
WBGene00008641,ENSP00000166345
WBGene00008642,ENSP00000413493
WBGene00008643,ENSP00000393369
WBGene00008645,ENSP00000375693
WBGene00008646,ENSP00000363616
WBGene00008654,ENSP00000313490
WBGene00008664,ENSP00000283027
WBGene00008665,ENSP00000013807
WBGene00008667,ENSP00000280701
WBGene00008670,ENSP00000394869
WBGene00008682,ENSP00000238789
WBGene00008682,ENSP00000287394
WBGene00008683,ENSP00000221494
WBGene00008684,ENSP00000354724
WBGene00008685,ENSP00000377250
WBGene00008686,ENSP00000265437
WBGene00008687,ENSP00000266025
WBGene00008688,ENSP00000386226
WBGene00008694,ENSP00000368612
WBGene00008706,ENSP00000357357
WBGene00008710,ENSP00000390181
WBGene00008711,ENSP00000296474
WBGene00008722,ENSP00000386105
WBGene00008729,ENSP00000295321
WBGene00008733,ENSP00000265807
WBGene00008745,ENSP00000368391
WBGene00008750,ENSP00000418232
WBGene00008764,ENSP00000356056
WBGene00008765,ENSP00000408526
WBGene00008766,ENSP00000319979
WBGene00008768,ENSP00000336922
WBGene00008768,ENSP00000384474
WBGene00008769,ENSP00000306548
WBGene00008774,ENSP00000380074
WBGene00008775,ENSP00000233616
WBGene00008780,ENSP00000290573
WBGene00008781,ENSP00000263331
WBGene00008800,ENSP00000205061
WBGene00008805,ENSP00000378338
WBGene00008806,ENSP00000245615
WBGene00008852,ENSP00000365576
WBGene00008856,ENSP00000348206
WBGene00008857,ENSP00000260867
WBGene00008860,ENSP00000363191
WBGene00008876,ENSP00000377942
WBGene00008877,ENSP00000216038
WBGene00008878,ENSP00000342972
WBGene00008887,ENSP00000347719
WBGene00008918,ENSP00000279036
WBGene00008919,ENSP00000367299
WBGene00008920,ENSP00000403936
WBGene00008921,ENSP00000353793
WBGene00008924,ENSP00000362160
WBGene00008925,ENSP00000356071
WBGene00008927,ENSP00000233575
WBGene00008939,ENSP00000354774
WBGene00008948,ENSP00000346155
WBGene00008956,ENSP00000356355
WBGene00008957,ENSP00000298352
WBGene00008973,ENSP00000317121
WBGene00008974,ENSP00000377700
WBGene00008979,ENSP00000322020
WBGene00008980,ENSP00000327467
WBGene00008992,ENSP00000327557
WBGene00008996,ENSP00000293230
WBGene00009002,ENSP00000304229
WBGene00009004,ENSP00000378563
WBGene00009004,ENSP00000382316
WBGene00009004,ENSP00000398171
WBGene00009004,ENSP00000402212
WBGene00009004,ENSP00000402553
WBGene00009006,ENSP00000412545
WBGene00009007,ENSP00000285420
WBGene00009010,ENSP00000323511
WBGene00009011,ENSP00000337623
WBGene00009012,ENSP00000216774
WBGene00009013,ENSP00000376732
WBGene00009023,ENSP00000311291
WBGene00009035,ENSP00000253778
WBGene00009035,ENSP00000349860
WBGene00009045,ENSP00000356856
WBGene00009050,ENSP00000261749
WBGene00009051,ENSP00000274137
WBGene00009057,ENSP00000317400
WBGene00009064,ENSP00000343362
WBGene00009065,ENSP00000349883
WBGene00009078,ENSP00000342889
WBGene00009082,ENSP00000280346
WBGene00009084,ENSP00000234170
WBGene00009092,ENSP00000355566
WBGene00009100,ENSP00000385886
WBGene00009103,ENSP00000374280
WBGene00009112,ENSP00000379390
WBGene00009116,ENSP00000400333
WBGene00009118,ENSP00000216799
WBGene00009119,ENSP00000376890
WBGene00009119,ENSP00000376894
WBGene00009120,ENSP00000369862
WBGene00009122,ENSP00000339051
WBGene00009123,ENSP00000357199
WBGene00009124,ENSP00000322287
WBGene00009126,ENSP00000403265
WBGene00009127,ENSP00000312995
WBGene00009128,ENSP00000331849
WBGene00009131,ENSP00000378343
WBGene00009132,ENSP00000274054
WBGene00009138,ENSP00000343190
WBGene00009139,ENSP00000414066
WBGene00009140,ENSP00000370480
WBGene00009141,ENSP00000326806
WBGene00009145,ENSP00000368447
WBGene00009155,ENSP00000287585
WBGene00009158,ENSP00000271064
WBGene00009163,ENSP00000339845
WBGene00009164,ENSP00000290649
WBGene00009165,ENSP00000346103
WBGene00009172,ENSP00000385347
WBGene00009174,ENSP00000417038
WBGene00009176,ENSP00000296202
WBGene00009177,ENSP00000388939
WBGene00009178,ENSP00000259253
WBGene00009178,ENSP00000365938
WBGene00009180,ENSP00000315454
WBGene00009187,ENSP00000267950
WBGene00009189,ENSP00000338788
WBGene00009191,ENSP00000271375
WBGene00009200,ENSP00000221455
WBGene00009201,ENSP00000390861
WBGene00009204,ENSP00000415203
WBGene00009207,ENSP00000325958
WBGene00009211,ENSP00000363746
WBGene00009211,ENSP00000372695
WBGene00009211,ENSP00000399454
WBGene00009211,ENSP00000402869
WBGene00009211,ENSP00000405614
WBGene00009218,ENSP00000300456
WBGene00009245,ENSP00000296782
WBGene00009246,ENSP00000264263
WBGene00009258,ENSP00000395668
WBGene00009260,ENSP00000258930
WBGene00009262,ENSP00000323780
WBGene00009264,ENSP00000373713
WBGene00009266,ENSP00000344393
WBGene00009272,ENSP00000293662
WBGene00009277,ENSP00000401237
WBGene00009285,ENSP00000005905
WBGene00009286,ENSP00000348535
WBGene00009287,ENSP00000253462
WBGene00009289,ENSP00000265564
WBGene00009290,ENSP00000356263
WBGene00009292,ENSP00000317175
WBGene00009304,ENSP00000300255
WBGene00009305,ENSP00000372445
WBGene00009307,ENSP00000342512
WBGene00009319,ENSP00000265594
WBGene00009320,ENSP00000367835
WBGene00009322,ENSP00000362590
WBGene00009329,ENSP00000262265
WBGene00009334,ENSP00000300051
WBGene00009335,ENSP00000357452
WBGene00009336,ENSP00000367224
WBGene00009336,ENSP00000412696
WBGene00009337,ENSP00000356297
WBGene00009341,ENSP00000265097
WBGene00009342,ENSP00000304592
WBGene00009352,ENSP00000303468
WBGene00009353,ENSP00000364699
WBGene00009354,ENSP00000254654
WBGene00009366,ENSP00000335082
WBGene00009367,ENSP00000345848
WBGene00009368,ENSP00000406383
WBGene00009369,ENSP00000318024
WBGene00009372,ENSP00000405726
WBGene00009389,ENSP00000318650
WBGene00009403,ENSP00000363984
WBGene00009436,ENSP00000173527
WBGene00009439,ENSP00000262430
WBGene00009441,ENSP00000307491
WBGene00009443,ENSP00000363624
WBGene00009443,ENSP00000391509
WBGene00009450,ENSP00000311648
WBGene00009452,ENSP00000303515
WBGene00009460,ENSP00000220959
WBGene00009475,ENSP00000311436
WBGene00009477,ENSP00000317872
WBGene00009478,ENSP00000363050
WBGene00009479,ENSP00000299543
WBGene00009498,ENSP00000304500
WBGene00009498,ENSP00000342481
WBGene00009503,ENSP00000312272
WBGene00009503,ENSP00000342832
WBGene00009505,ENSP00000357480
WBGene00009514,ENSP00000384886
WBGene00009521,ENSP00000328023
WBGene00009531,ENSP00000223836
WBGene00009532,ENSP00000248673
WBGene00009542,ENSP00000329419
WBGene00009552,ENSP00000265970
WBGene00009553,ENSP00000318085
WBGene00009554,ENSP00000339399
WBGene00009556,ENSP00000330659
WBGene00009557,ENSP00000351644
WBGene00009558,ENSP00000365529
WBGene00009559,ENSP00000357360
WBGene00009563,ENSP00000355672
WBGene00009564,ENSP00000358576
WBGene00009565,ENSP00000283882
WBGene00009574,ENSP00000355210
WBGene00009575,ENSP00000360939
WBGene00009576,ENSP00000306564
WBGene00009579,ENSP00000265138
WBGene00009580,ENSP00000321951
WBGene00009583,ENSP00000326227
WBGene00009583,ENSP00000340466
WBGene00009586,ENSP00000329858
WBGene00009619,ENSP00000332591
WBGene00009627,ENSP00000193322
WBGene00009628,ENSP00000348234
WBGene00009632,ENSP00000365714
WBGene00009635,ENSP00000274192
WBGene00009636,ENSP00000333666
WBGene00009647,ENSP00000348611
WBGene00009650,ENSP00000395705
WBGene00009654,ENSP00000309417
WBGene00009661,ENSP00000300146
WBGene00009664,ENSP00000299518
WBGene00009665,ENSP00000314518
WBGene00009666,ENSP00000326693
WBGene00009668,ENSP00000300291
WBGene00009671,ENSP00000267812
WBGene00009672,ENSP00000328992
WBGene00009673,ENSP00000350230
WBGene00009674,ENSP00000320168
WBGene00009691,ENSP00000227378
WBGene00009691,ENSP00000310219
WBGene00009691,ENSP00000324173
WBGene00009691,ENSP00000364801
WBGene00009691,ENSP00000364802
WBGene00009691,ENSP00000364805
WBGene00009691,ENSP00000372881
WBGene00009691,ENSP00000375391
WBGene00009691,ENSP00000375399
WBGene00009691,ENSP00000378199
WBGene00009691,ENSP00000382915
WBGene00009691,ENSP00000393087
WBGene00009691,ENSP00000396486
WBGene00009691,ENSP00000403530
WBGene00009691,ENSP00000404524
WBGene00009691,ENSP00000406359
WBGene00009691,ENSP00000408347
WBGene00009691,ENSP00000408907
WBGene00009691,ENSP00000409151
WBGene00009692,ENSP00000227378
WBGene00009692,ENSP00000310219
WBGene00009692,ENSP00000324173
WBGene00009692,ENSP00000364801
WBGene00009692,ENSP00000364802
WBGene00009692,ENSP00000364805
WBGene00009692,ENSP00000372881
WBGene00009692,ENSP00000375391
WBGene00009692,ENSP00000375399
WBGene00009692,ENSP00000378199
WBGene00009692,ENSP00000382915
WBGene00009692,ENSP00000393087
WBGene00009692,ENSP00000396486
WBGene00009692,ENSP00000403530
WBGene00009692,ENSP00000404524
WBGene00009692,ENSP00000406359
WBGene00009692,ENSP00000408347
WBGene00009692,ENSP00000408907
WBGene00009692,ENSP00000409151
WBGene00009711,ENSP00000359688
WBGene00009726,ENSP00000361731
WBGene00009730,ENSP00000216181
WBGene00009730,ENSP00000226207
WBGene00009730,ENSP00000226209
WBGene00009730,ENSP00000245503
WBGene00009730,ENSP00000252172
WBGene00009730,ENSP00000252173
WBGene00009730,ENSP00000255381
WBGene00009730,ENSP00000262873
WBGene00009730,ENSP00000273353
WBGene00009730,ENSP00000348634
WBGene00009730,ENSP00000353590
WBGene00009730,ENSP00000355048
WBGene00009730,ENSP00000379613
WBGene00009730,ENSP00000406273
WBGene00009731,ENSP00000355506
WBGene00009732,ENSP00000262812
WBGene00009734,ENSP00000315693
WBGene00009735,ENSP00000242257
WBGene00009736,ENSP00000387471
WBGene00009738,ENSP00000379228
WBGene00009739,ENSP00000367939
WBGene00009740,ENSP00000301457
WBGene00009745,ENSP00000413423
WBGene00009769,ENSP00000405410
WBGene00009771,ENSP00000384481
WBGene00009772,ENSP00000354501
WBGene00009776,ENSP00000294360
WBGene00009781,ENSP00000305924
WBGene00009783,ENSP00000302088
WBGene00009784,ENSP00000307260
WBGene00009793,ENSP00000359552
WBGene00009800,ENSP00000310561
WBGene00009811,ENSP00000339048
WBGene00009812,ENSP00000367923
WBGene00009813,ENSP00000261208
WBGene00009827,ENSP00000278976
WBGene00009829,ENSP00000303145
WBGene00009831,ENSP00000367173
WBGene00009865,ENSP00000342447
WBGene00009867,ENSP00000313572
WBGene00009880,ENSP00000397843
WBGene00009882,ENSP00000265093
WBGene00009885,ENSP00000344794
WBGene00009895,ENSP00000360201
WBGene00009899,ENSP00000323246
WBGene00009902,ENSP00000320604
WBGene00009918,ENSP00000319531
WBGene00009919,ENSP00000373411
WBGene00009920,ENSP00000230993
WBGene00009920,ENSP00000390394
WBGene00009920,ENSP00000393066
WBGene00009920,ENSP00000393557
WBGene00009920,ENSP00000405812
WBGene00009920,ENSP00000416453
WBGene00009922,ENSP00000161863
WBGene00009924,ENSP00000390475
WBGene00009925,ENSP00000268261
WBGene00009930,ENSP00000371397
WBGene00009939,ENSP00000327465
WBGene00009940,ENSP00000276449
WBGene00009944,ENSP00000402038
WBGene00009947,ENSP00000307640
WBGene00009952,ENSP00000285093
WBGene00009966,ENSP00000411822
WBGene00009973,ENSP00000220764
WBGene00009976,ENSP00000308344
WBGene00009978,ENSP00000377656
WBGene00009987,ENSP00000221855
WBGene00009992,ENSP00000382908
WBGene00009996,ENSP00000272091
WBGene00010002,ENSP00000350556
WBGene00010013,ENSP00000312234
WBGene00010015,ENSP00000311766
WBGene00010015,ENSP00000368030
WBGene00010028,ENSP00000265981
WBGene00010038,ENSP00000262187
WBGene00010040,ENSP00000296557
WBGene00010042,ENSP00000352219
WBGene00010044,ENSP00000320917
WBGene00010045,ENSP00000378313
WBGene00010052,ENSP00000222214
WBGene00010053,ENSP00000367319
WBGene00010054,ENSP00000348168
WBGene00010055,ENSP00000315351
WBGene00010062,ENSP00000238983
WBGene00010075,ENSP00000386651
WBGene00010083,ENSP00000363832
WBGene00010083,ENSP00000368727
WBGene00010089,ENSP00000251607
WBGene00010094,ENSP00000313877
WBGene00010096,ENSP00000351086
WBGene00010097,ENSP00000312066
WBGene00010111,ENSP00000415332
WBGene00010115,ENSP00000254101
WBGene00010117,ENSP00000356790
WBGene00010130,ENSP00000216442
WBGene00010131,ENSP00000354028
WBGene00010138,ENSP00000274979
WBGene00010139,ENSP00000225972
WBGene00010159,ENSP00000368801
WBGene00010160,ENSP00000280700
WBGene00010178,ENSP00000366102
WBGene00010197,ENSP00000217456
WBGene00010204,ENSP00000409917
WBGene00010214,ENSP00000296422
WBGene00010230,ENSP00000302478
WBGene00010231,ENSP00000202816
WBGene00010232,ENSP00000336936
WBGene00010233,ENSP00000369218
WBGene00010260,ENSP00000380033
WBGene00010272,ENSP00000316779
WBGene00010279,ENSP00000305653
WBGene00010283,ENSP00000314544
WBGene00010283,ENSP00000325681
WBGene00010284,ENSP00000261483
WBGene00010284,ENSP00000353655
WBGene00010286,ENSP00000273920
WBGene00010303,ENSP00000225698
WBGene00010304,ENSP00000304704
WBGene00010308,ENSP00000391596
WBGene00010317,ENSP00000260985
WBGene00010325,ENSP00000323046
WBGene00010326,ENSP00000268668
WBGene00010333,ENSP00000262061
WBGene00010336,ENSP00000301608
WBGene00010337,ENSP00000368477
WBGene00010354,ENSP00000368079
WBGene00010356,ENSP00000322323
WBGene00010369,ENSP00000284049
WBGene00010369,ENSP00000377747
WBGene00010370,ENSP00000316203
WBGene00010374,ENSP00000324820
WBGene00010386,ENSP00000373206
WBGene00010397,ENSP00000348440
WBGene00010405,ENSP00000398131
WBGene00010406,ENSP00000371310
WBGene00010408,ENSP00000332258
WBGene00010418,ENSP00000012049
WBGene00010419,ENSP00000282050
WBGene00010420,ENSP00000349640
WBGene00010423,ENSP00000246186
WBGene00010425,ENSP00000362354
WBGene00010427,ENSP00000369192
WBGene00010428,ENSP00000292782
WBGene00010435,ENSP00000258531
WBGene00010436,ENSP00000237283
WBGene00010437,ENSP00000299335
WBGene00010439,ENSP00000406598
WBGene00010444,ENSP00000385450
WBGene00010450,ENSP00000307975
WBGene00010458,ENSP00000290208
WBGene00010459,ENSP00000297578
WBGene00010465,ENSP00000359827
WBGene00010476,ENSP00000360497
WBGene00010478,ENSP00000377168
WBGene00010479,ENSP00000263384
WBGene00010480,ENSP00000338624
WBGene00010481,ENSP00000363295
WBGene00010484,ENSP00000419599
WBGene00010485,ENSP00000281456
WBGene00010488,ENSP00000397679
WBGene00010496,ENSP00000260643
WBGene00010500,ENSP00000314615
WBGene00010502,ENSP00000285681
WBGene00010505,ENSP00000296632
WBGene00010537,ENSP00000406037
WBGene00010540,ENSP00000351075
WBGene00010551,ENSP00000300917
WBGene00010556,ENSP00000366013
WBGene00010557,ENSP00000339017
WBGene00010560,ENSP00000364119
WBGene00010561,ENSP00000366240
WBGene00010564,ENSP00000397807
WBGene00010565,ENSP00000261776
WBGene00010579,ENSP00000306106
WBGene00010582,ENSP00000327179
WBGene00010583,ENSP00000276569
WBGene00010595,ENSP00000294973
WBGene00010609,ENSP00000370376
WBGene00010610,ENSP00000367564
WBGene00010614,ENSP00000356630
WBGene00010615,ENSP00000358039
WBGene00010616,ENSP00000323065
WBGene00010620,ENSP00000263346
WBGene00010621,ENSP00000389128
WBGene00010622,ENSP00000356811
WBGene00010624,ENSP00000362208
WBGene00010627,ENSP00000370589
WBGene00010629,ENSP00000297151
WBGene00010631,ENSP00000350071
WBGene00010638,ENSP00000351723
WBGene00010639,ENSP00000377378
WBGene00010640,ENSP00000225171
WBGene00010641,ENSP00000331983
WBGene00010642,ENSP00000398391
WBGene00010664,ENSP00000407950
WBGene00010665,ENSP00000411803
WBGene00010670,ENSP00000359305
WBGene00010671,ENSP00000343635
WBGene00010675,ENSP00000348043
WBGene00010676,ENSP00000313029
WBGene00010677,ENSP00000352738
WBGene00010685,ENSP00000382881
WBGene00010697,ENSP00000335246
WBGene00010699,ENSP00000330289
WBGene00010701,ENSP00000319152
WBGene00010703,ENSP00000368767
WBGene00010707,ENSP00000353820
WBGene00010709,ENSP00000366934
WBGene00010713,ENSP00000411698
WBGene00010716,ENSP00000347088
WBGene00010720,ENSP00000380793
WBGene00010721,ENSP00000367346
WBGene00010722,ENSP00000225927
WBGene00010725,ENSP00000392341
WBGene00010730,ENSP00000249822
WBGene00010731,ENSP00000378138
WBGene00010734,ENSP00000387911
WBGene00010736,ENSP00000414942
WBGene00010757,ENSP00000339613
WBGene00010758,ENSP00000359376
WBGene00010767,ENSP00000346128
WBGene00010768,ENSP00000377801
WBGene00010769,ENSP00000371152
WBGene00010771,ENSP00000241527
WBGene00010776,ENSP00000250617
WBGene00010778,ENSP00000301149
WBGene00010780,ENSP00000215882
WBGene00010783,ENSP00000372093
WBGene00010785,ENSP00000264331
WBGene00010785,ENSP00000410413
WBGene00010788,ENSP00000265715
WBGene00010789,ENSP00000286298
WBGene00010794,ENSP00000205402
WBGene00010803,ENSP00000362987
WBGene00010805,ENSP00000359859
WBGene00010809,ENSP00000261434
WBGene00010810,ENSP00000223608
WBGene00010811,ENSP00000280871
WBGene00010812,ENSP00000338389
WBGene00010813,ENSP00000262483
WBGene00010815,ENSP00000409466
WBGene00010838,ENSP00000282908
WBGene00010839,ENSP00000339557
WBGene00010842,ENSP00000318480
WBGene00010844,ENSP00000315379
WBGene00010845,ENSP00000351947
WBGene00010846,ENSP00000395893
WBGene00010847,ENSP00000263578
WBGene00010858,ENSP00000252813
WBGene00010872,ENSP00000219345
WBGene00010875,ENSP00000335595
WBGene00010882,ENSP00000346437
WBGene00010889,ENSP00000260952
WBGene00010890,ENSP00000301764
WBGene00010891,ENSP00000231948
WBGene00010892,ENSP00000358413
WBGene00010896,ENSP00000383989
WBGene00010898,ENSP00000313169
WBGene00010904,ENSP00000304811
WBGene00010905,ENSP00000177742
WBGene00010908,ENSP00000371634
WBGene00010909,ENSP00000391402
WBGene00010911,ENSP00000267568
WBGene00010912,ENSP00000419851
WBGene00010922,ENSP00000392030
WBGene00010923,ENSP00000258349
WBGene00010924,ENSP00000414068
WBGene00010925,ENSP00000337240
WBGene00010941,ENSP00000216951
WBGene00010974,ENSP00000403109
WBGene00010975,ENSP00000262992
WBGene00010983,ENSP00000261326
WBGene00010984,ENSP00000260508
WBGene00010988,ENSP00000355536
WBGene00010990,ENSP00000395574
WBGene00010993,ENSP00000367697
WBGene00011003,ENSP00000267814
WBGene00011017,ENSP00000270502
WBGene00011029,ENSP00000222800
WBGene00011032,ENSP00000268854
WBGene00011033,ENSP00000305892
WBGene00011040,ENSP00000394547
WBGene00011043,ENSP00000223073
WBGene00011050,ENSP00000309020
WBGene00011051,ENSP00000325377
WBGene00011058,ENSP00000357340
WBGene00011064,ENSP00000390107
WBGene00011065,ENSP00000287387
WBGene00011067,ENSP00000300793
WBGene00011068,ENSP00000355924
WBGene00011071,ENSP00000416696
WBGene00011083,ENSP00000356465
WBGene00011089,ENSP00000355517
WBGene00011094,ENSP00000407973
WBGene00011095,ENSP00000218516
WBGene00011106,ENSP00000380184
WBGene00011109,ENSP00000170564
WBGene00011110,ENSP00000298510
WBGene00011111,ENSP00000340883
WBGene00011116,ENSP00000167218
WBGene00011119,ENSP00000354223
WBGene00011122,ENSP00000360541
WBGene00011123,ENSP00000323076
WBGene00011128,ENSP00000286621
WBGene00011142,ENSP00000260210
WBGene00011144,ENSP00000398502
WBGene00011146,ENSP00000401006
WBGene00011147,ENSP00000207870
WBGene00011193,ENSP00000378260
WBGene00011194,ENSP00000269967
WBGene00011201,ENSP00000219066
WBGene00011216,ENSP00000226440
WBGene00011218,ENSP00000377904
WBGene00011224,ENSP00000257452
WBGene00011226,ENSP00000329452
WBGene00011232,ENSP00000216780
WBGene00011232,ENSP00000319814
WBGene00011237,ENSP00000156109
WBGene00011239,ENSP00000345341
WBGene00011240,ENSP00000351416
WBGene00011242,ENSP00000341351
WBGene00011247,ENSP00000279242
WBGene00011248,ENSP00000347498
WBGene00011253,ENSP00000355011
WBGene00011261,ENSP00000367398
WBGene00011268,ENSP00000309142
WBGene00011269,ENSP00000297354
WBGene00011271,ENSP00000292180
WBGene00011272,ENSP00000304802
WBGene00011273,ENSP00000407540
WBGene00011274,ENSP00000361262
WBGene00011275,ENSP00000262460
WBGene00011280,ENSP00000274311
WBGene00011281,ENSP00000326948
WBGene00011298,ENSP00000311984
WBGene00011303,ENSP00000262844
WBGene00011304,ENSP00000250896
WBGene00011305,ENSP00000384827
WBGene00011306,ENSP00000418401
WBGene00011307,ENSP00000385828
WBGene00011308,ENSP00000216832
WBGene00011311,ENSP00000254803
WBGene00011315,ENSP00000371661
WBGene00011318,ENSP00000355958
WBGene00011327,ENSP00000348460
WBGene00011329,ENSP00000031146
WBGene00011330,ENSP00000221347
WBGene00011332,ENSP00000369696
WBGene00011334,ENSP00000420714
WBGene00011338,ENSP00000407944
WBGene00011344,ENSP00000219139
WBGene00011348,ENSP00000369121
WBGene00011352,ENSP00000262752
WBGene00011352,ENSP00000363277
WBGene00011352,ENSP00000368884
WBGene00011352,ENSP00000386050
WBGene00011353,ENSP00000339435
WBGene00011368,ENSP00000361180
WBGene00011391,ENSP00000308845
WBGene00011398,ENSP00000281243
WBGene00011399,ENSP00000311876
WBGene00011407,ENSP00000264220
