uniprot_id_cele	uniprot_id_hsap
Q17581	Q9NPI1
Q17581	Q9H8M2
G5EEG4	Q96PE7
Q9XWV0	P57088
P91149	Q9UPT5
Q9XUS9	Q9H0H5
Q18694	Q12950
Q18694	Q6VB84
Q18694	Q3SYB3
Q18694	Q5VV16
Q18694	Q6VB85
Q18694	Q8WXT5
Q18694	Q9NU39
Q9XVS9	Q96NR8
Q9XVS9	Q8TC12
Q9XVS9	Q8NBN7
Q9XVS9	Q9HBH5
Q9XVS9	Q6UX07
G5EDJ6	O75061
G5EDJ6	O14976
Q19869	P61254
Q19869	Q9UNX3
Q9N5Z7	P41247
Q18948	P41247
Q20733	Q96PN7
Q20733	Q6PJG2
O62246	O14579
O01775	P51956
Q18994	Q13144
Q94241	O75396
Q18936	Q86W33
Q9BL60	Q96FZ7
Q93565	Q9H0E2
Q9U364	Q9H8V3
P36573	O00182
P36573	Q3B8N2
P36573	Q6DKI2
P36573	P56470
Q09581	O00182
Q09581	Q3B8N2
Q09581	Q6DKI2
Q09581	P56470
Q18625	O00182
Q18625	Q3B8N2
Q18625	Q6DKI2
Q18625	P56470
G5EFI4	O00182
G5EFI4	Q3B8N2
G5EFI4	Q6DKI2
G5EFI4	P56470
Q23528	Q8NF86
Q23528	Q16651
Q23528	Q9BQR3
Q23528	Q9GZN4
Q8MQ55	Q9BWQ8
Q8MQ55	Q969X1
Q8MQ55	Q7Z429
Q20241	Q9BWQ8
Q20241	Q969X1
Q20241	Q7Z429
H2KYB8	Q8NDT2
H2KYB8	Q96T37
Q20647	P62750
P48162	P62750
D0VWM8	Q13148
A6ZJ73	Q5U3C3
G5EE99	Q8N2U9
O45110	Q5T653
O18212	Q9GZM5
Q93425	P82675
H2L056	Q9UNN5
Q22574	Q63HQ2
Q18106	Q96LB3
O62252	Q9Y3D0
Q22799	Q96FJ2
Q8MXR2	P31943
Q8MXR2	P55795
Q8MXR2	P52597
Q8MXR2	P31942
Q8MXR2	Q12849
Q9N3F6	Q92613
Q9N3F6	Q6IE81
Q9N3F6	Q9NQC1
G5EEW9	Q8WXI2
G5EEW9	Q969H4
Q9U1P9	Q8NDZ6
Q9U1P9	Q9NX61
D0Z5P0	Q15643
P24887	P03886
Q1XFY9	P62847
Q18453	Q14677
H2KZQ8	O15027
M1ZK05	O15027
P34643	O15027
Q65ZI3	Q6IAN0
Q65ZI3	A6NNS2
H2L0K8	Q6IAN0
H2L0K8	A6NNS2
G5EE86	P50458
G5EE86	Q9NQ69
P90994	Q99497
O16228	Q99497
Q18701	Q9GZQ4
Q18701	Q9HB89
Q9XW17	Q9BX40
Q9XW17	Q8ND56
Q94261	Q7L2H7
Q20728	Q99426
Q17819	Q9Y3B8
Q23483	Q9BVK8
B2D6M2	Q969R5
B2D6M2	Q05BQ5
B2D6M2	Q5VUG0
A0SQM0	Q969R5
A0SQM0	Q05BQ5
A0SQM0	Q5VUG0
O44517	Q5VT66
O44517	Q969Z3
O45394	Q5VT66
O45394	Q969Z3
P91321	Q5VT66
P91321	Q969Z3
P34697	P00441
Q27538	P00441
Q95XC7	Q8IY50
Q95XC7	A4IF30
A8WFJ9	O95238
Q11183	O14530
P34525	P61009
H2KY80	Q8NFG4
P91193	Q8N5G2
Q5WRN3	Q8WVE0
Q95R12	Q9NUQ2
Q8ITY4	Q9Y3B4
Q10010	Q9BRK0
Q10010	Q9H902
Q10010	Q9H6H4
Q10010	Q6NUK4
Q09460	P30988
Q09460	Q16602
Q21285	P13995
Q21285	Q9H903
O45707	Q8NFV4
O62202	Q8NFV4
O16264	P30086
Q20275	P49146
Q9XWE9	P27544
Q9BL36	Q9HAB8
G5ECE8	P38567
G5ECE8	Q2M3T9
G5ECE8	Q12891
G5ECE8	Q12794
G5ECE8	O43820
Q09660	Q07973
Q09660	Q02318
Q09660	O15528
Q09660	P05108
Q9U283	Q9UGV2
Q9U283	Q92597
Q9U283	Q9ULP0
Q9U283	Q9UN36
B1Q236	Q8IZU9
B1Q236	Q96J84
B1Q236	Q6UWL6
Q21800	Q8N413
Q21800	Q6ZT89
Q21800	Q6Q0C1
Q93644	Q92551
Q93644	Q96PC2
Q93644	Q9UHH9
G4SB35	Q4LE39
G4SB35	P29374
Q20759	Q8TBN0
Q20759	Q96QF0
D6RYD7	Q7Z7B1
Q10013	P62314
O01916	Q9UJA2
P91988	Q96CD2
O17004	Q9Y399
Q19789	Q8TBZ6
Q8IG39	Q6DHV7
O45303	Q9Y234
Q23261	Q96GX9
Q965X5	Q3SY77
Q965X5	Q6NUS8
Q18361	Q3SY77
Q18361	Q6NUS8
Q9TYY5	Q3SY77
Q9TYY5	Q6NUS8
Q18629	Q3SY77
Q18629	Q6NUS8
Q93242	Q3SY77
Q93242	Q6NUS8
Q9TYY4	Q3SY77
Q9TYY4	Q6NUS8
Q9U3Q6	Q3SY77
Q9U3Q6	Q6NUS8
O44149	Q3SY77
O44149	Q6NUS8
G5EGK7	Q3SY77
G5EGK7	Q6NUS8
A5JYT6	Q3SY77
A5JYT6	Q6NUS8
Q23336	Q3SY77
Q23336	Q6NUS8
O17757	Q3SY77
O17757	Q6NUS8
H2L0C9	Q3SY77
H2L0C9	Q6NUS8
Q9GYR7	Q3SY77
Q9GYR7	Q6NUS8
P91037	Q3SY77
P91037	Q6NUS8
Q23323	Q3SY77
Q23323	Q6NUS8
Q86S61	Q3SY77
Q86S61	Q6NUS8
Q23333	Q3SY77
Q23333	Q6NUS8
P91038	Q3SY77
P91038	Q6NUS8
P91039	Q3SY77
P91039	Q6NUS8
Q23334	Q3SY77
Q23334	Q6NUS8
H2KYQ0	Q3SY77
H2KYQ0	Q6NUS8
D5MCT5	Q3SY77
D5MCT5	Q6NUS8
Q17404	Q3SY77
Q17404	Q6NUS8
O16914	Q3SY77
O16914	Q6NUS8
Q23335	Q3SY77
Q23335	Q6NUS8
O18009	Q3SY77
O18009	Q6NUS8
O01614	Q3SY77
O01614	Q6NUS8
O01558	Q3SY77
O01558	Q6NUS8
O16915	Q3SY77
O16915	Q6NUS8
Q52GY8	Q3SY77
Q52GY8	Q6NUS8
O16243	Q3SY77
O16243	Q6NUS8
O16916	Q3SY77
O16916	Q6NUS8
O01616	Q3SY77
O01616	Q6NUS8
Q17403	Q3SY77
Q17403	Q6NUS8
Q9TXZ3	Q3SY77
Q9TXZ3	Q6NUS8
O17401	Q3SY77
O17401	Q6NUS8
Q18470	Q3SY77
Q18470	Q6NUS8
H2KZP8	Q3SY77
H2KZP8	Q6NUS8
O01617	Q3SY77
O01617	Q6NUS8
Q9TXZ6	Q3SY77
Q9TXZ6	Q6NUS8
Q3S1L2	Q3SY77
Q3S1L2	Q6NUS8
Q94260	Q3SY77
Q94260	Q6NUS8
Q9TXZ4	Q3SY77
Q9TXZ4	Q6NUS8
G5EES5	Q3SY77
G5EES5	Q6NUS8
Q9TXZ5	Q3SY77
Q9TXZ5	Q6NUS8
O16922	Q3SY77
O16922	Q6NUS8
O17123	Q3SY77
O17123	Q6NUS8
Q18250	Q06889
Q18250	P11161
Q18250	P18146
Q4R158	Q06889
Q4R158	P11161
Q4R158	P18146
G5EFF4	Q9NSC2
G5EFF4	Q9BXA9
G5EFF4	Q9UJQ4
G5EFF4	Q9Y467
O17850	P54252
O17850	Q9H3M9
Q21531	O43432
Q21531	Q04637
Q18607	Q9BWS9
O44609	Q9BWS9
E0R7L2	Q13685
Q564X0	Q8TCT7
Q564X0	Q8IUH8
Q564X0	Q8TCT8
G5ED34	O43237
G5ED34	Q9Y6G9
H2KZF3	Q15546
H2KZF3	Q8IY49
O45499	P62854
O45499	Q5JNZ5
Q9TY08	O14662
Q9TY08	H3BU86
O45189	Q9BX46
O45189	Q9H0Z9
Q19910	Q9Y236
Q19910	Q9UJX0
Q18967	O00303
P37165	P62979
O02057	Q8WV83
Q09445	Q5TC63
Q9BKS1	Q15369
P34630	Q9NTM9
Q22254	Q96BY9
Q9U2C2	Q7L590
Q9BPN6	Q9P015
C5NU64	Q17R89
C5NU64	Q68EM7
C5NU64	Q9Y3L3
Q17603	Q9Y294
Q17603	Q9NVP2
Q19326	Q9Y294
Q19326	Q9NVP2
Q9U263	Q8IZD2
Q9U263	Q9C0A6
O44498	Q8IZD2
O44498	Q9C0A6
Q9XTZ2	P62995
Q9XTZ2	Q13595
Q21302	P23025
G5ECP4	Q9NWZ3
Q9XTV4	O60869
Q95Y83	P49406
Q9N492	Q13526
Q22236	Q9Y5K1
Q21004	P49418
Q21004	O00499
Q21004	Q9UBW5
Q9NEV3	O00180
Q9NEV3	Q9Y257
Q9NEV3	Q9Y2U2
P48166	Q969Q0
P48166	P83881
P48166	H7BZ11
P34286	P20618
Q22945	Q8IZJ6
Q9N4I1	Q9BTE1
A0PD34	Q68DU8
A0PD34	Q6ZWB6
A0PD34	Q96CX2
O18282	Q14331
O18282	Q9BZ01
P10567	Q0VF96
P10567	Q9P2M7
O61849	Q8NC67
O61849	Q8TDF5
G5EGM1	Q9ULZ9
G5EGM1	Q9NPA2
Q9NA32	Q6P4F2
Q9NA32	Q8N8B8
Q86MP3	Q9Y484
Q86MP3	Q5MNZ6
Q18211	P18754
O18188	Q7L5Y9
G5EG80	Q9BUZ4
G5EGE8	Q9BY12
Q21155	Q15287
Q23680	Q16864
Q09454	Q9BQC3
P91529	Q9H1D9
Q22141	Q9UHJ9
Q9XVK5	Q969M7
O01501	P24864
O01501	O96020
O01256	Q9H1U9
O01256	Q3SY17
P41934	Q9UKI9
P41934	Q03052
Q9U3E2	Q86U70
Q9U3E2	O43679
O02092	O15514
Q20107	P26885
Q20068	Q15813
Q21924	Q92917
Q09462	Q9Y3A2
Q9N423	Q9BPU9
Q22370	P22695
Q9TZ33	P22695
G5EDD1	P22695
Q9N4D6	P58004
Q9N4D6	Q9Y6P5
Q9N4D6	P58005
Q9U325	Q14814
Q9U325	Q02078
Q9U325	Q06413
O01692	P0CW22
O01692	P08708
P34638	P78396
P34638	P20248
Q9TZZ9	O43414
Q94285	O43414
Q9XVV3	Q9Y466
Q9XVV3	Q9Y5X4
O16524	Q6ZRR7
Q19366	P49005
Q8WQA8	P60866
P90919	Q9BQ70
Q9N4E9	P78318
Q11182	Q9H269
Q17764	Q9NQZ5
Q95PW5	Q9Y2S7
Q9XWF4	Q9P2X3
Q23497	O43603
Q23497	O60755
Q23497	P47211
Q23497	Q969F8
P49808	Q9UGC6
P49808	O76081
P49808	P49795
P34295	Q9UGC6
P34295	O76081
P34295	P49795
Q22129	Q6UWR7
Q22129	Q9UJA9
Q22129	Q6UWV6
Q17540	Q6UWR7
Q17540	Q9UJA9
Q17540	Q6UWV6
O44128	Q16829
O44128	Q16828
O44128	Q99956
G5EDJ9	Q96H78
Q19422	Q96H78
O17972	O15259
Q21625	Q14181
Q20240	Q53H54
D4YWC2	Q9Y2B2
O45494	Q9BQA5
Q20085	Q99640
Q23195	Q9UJ70
Q9U354	Q9BRG1
Q9XWJ8	Q9NXR8
O45003	Q8N9L9
O45003	Q86TX2
O45003	P49753
O45003	Q14032
Q9GYN3	Q8N9L9
Q9GYN3	Q86TX2
Q9GYN3	P49753
Q9GYN3	Q14032
B3WFZ3	Q8N9L9
B3WFZ3	Q86TX2
B3WFZ3	P49753
B3WFZ3	Q14032
O01862	Q8N9L9
O01862	Q86TX2
O01862	P49753
O01862	Q14032
Q19989	Q08379
Q19989	H3BPF8
Q19989	A6NDK9
Q19989	P0CG33
Q19989	A6NDN3
Q19989	Q9NYA3
Q8MXU3	Q92777
Q8MXU3	P17600
Q8MXU3	O14994
P34416	Q14847
G5EG87	Q9UDY8
Q9U332	P62899
Q8WTJ4	Q9BZV1
Q9XUP4	Q8TEA8
Q9GUF5	Q5T4F7
Q9GUF5	Q8N474
Q9GUF5	Q96HF1
Q9XWL5	Q6PIU2
Q9XWL5	P22760
Q9XWL5	Q6P093
O44477	O60830
O44477	Q99595
Q21653	Q9HCE6
Q21653	O15013
Q10121	P52758
P90970	Q8TBA6
O02208	Q9UQN3
Q95PZ3	Q6PID8
Q9XWS4	P62888
Q20220	Q9GZZ1
Q17606	Q9UHA3
Q22672	Q9H490
Q7YWP5	Q9BT30
Q9XUP3	Q9UBQ5
Q9N4G8	Q00765
Q9N4G8	Q96HR9
Q22267	Q99943
Q22267	O15120
G5EG38	Q13042
Q9NAH4	O43583
O62216	Q96DB5
Q95QG1	Q14165
O76337	Q9UBP9
Q9BI88	Q9NWV4
Q19821	P58872
Q19821	O75783
Q09482	Q6Y7W6
Q09482	O75420
Q23203	Q5VXU3
Q23203	Q9UKJ5
Q9N5X6	Q8TAX0
Q9N5X6	Q8N2R0
Q9N4D9	Q9BV86
Q9N4D9	Q5VVY1
G5EEZ5	P04183
P49404	P09001
P53795	P49773
B5WWL2	Q96S44
Q21109	P21128
G5EBX4	Q9P055
Q23088	Q2YD98
Q18510	Q9H0F7
P92022	Q9Y333
P91348	Q9NP94
Q19913	Q9NP94
Q6BEU0	Q9NP94
Q9XWH3	Q9NP94
O01870	Q9NV64
O01870	Q9GZU3
O62251	Q9UI43
Q22031	Q9UI43
P34274	O75663
P24894	P00403
A6PVA1	Q96RS6
O61853	Q6ZMI0
Q17527	Q3KRA9
G5EEZ0	Q9NWS8
Q18511	Q9NRN9
Q9U2L2	Q6ZW76
P10299	P09211
O61750	P09211
P91505	P09211
Q9N4X8	P09211
Q9NA75	Q9H6F2
Q9NA75	Q9NVV0
Q9NA73	Q9H6F2
Q9NA73	Q9NVV0
G5EEK2	O60437
G5EEK2	Q92817
P34599	O75431
P34388	P82933
P30640	Q9BRD0
P91351	Q9BQ83
Q19194	Q96QU1
Q9XX11	Q6P4H8
Q95Y26	Q99952
Q95Y26	Q05209
Q95Y26	Q9Y2R2
Q11090	Q52WX2
Q11090	P0C263
Q09463	Q96GF1
Q09463	Q99942
Q22707	O75319
G5ECR6	Q96C23
O18230	Q96AJ9
Q95XZ6	Q6ZP29
P90859	Q9UKV5
Q21832	Q9Y5S9
Q23645	Q9Y535
G5EDI2	O95197
G5EDI2	Q9NQC3
G5EGE7	P22792
P34714	P09486
Q22716	P62910
Q19833	Q7Z3J2
P61228	Q9BX73
P80361	Q9NR50
Q8MNT9	Q9NXW9
O02173	P0DI82
O02173	P0DI81
Q9XVL8	P86791
Q9XVL8	P86790
P34662	P42766
Q11185	Q5T013
Q19518	Q969N2
Q9BKQ6	Q70CQ3
Q22795	Q9NQR1
Q95QZ5	Q9BRN9
O45503	Q13505
O45503	Q5HYI7
Q9XVR6	Q96FW1
Q9XVR6	Q96DC9
Q19577	Q5W111
P91155	Q99741
Q9U2M1	Q15021
Q20966	Q96I25
Q22705	Q96BK5
Q8WQG1	Q9NPA0
Q93830	Q9NQT5
Q9N580	Q9BQ95
Q10653	P14635
Q10653	O95067
Q9BLB5	P14635
Q9BLB5	O95067
O45926	P14635
O45926	O95067
H2KZV4	Q8WWN8
H2KZV4	Q8WZ64
H2KZV4	Q96P48
Q09232	Q9BRQ5
Q09232	Q96D31
Q09232	Q96SN7
P34605	O43617
P34605	Q5T215
Q22328	P16109
Q22328	P16581
Q21441	Q2KJY2
Q21441	Q9ULI4
G5EDX1	P23352
G5EFT7	Q5VTY9
G5EDW9	Q9NVH2
Q95XT5	P43307
O76384	Q96T76
Q18194	Q9UJW0
Q19952	Q9Y4Z0
Q2WF61	Q9UM13
Q9NEQ8	Q99747
Q9XWC9	Q9H3L0
Q10462	P43166
Q10462	P00918
Q10462	Q8N1Q1
Q10462	P00915
Q10462	P07451
Q10462	Q9Y2D0
Q10462	P35218
Q10462	P35219
G5EDK1	Q15650
O62425	Q5VTD9
Q22018	P23919
Q95YA5	O14645
Q9XWG3	O95551
Q17595	Q8TDR0
Q3V5I7	Q9H1Y0
Q965W8	Q9H7D7
K8FE02	Q9Y6M1
K8FE02	Q9NZI8
K8FE02	O00425
P34443	Q15382
P34443	Q8TAI7
Q9N3B0	P55145
Q9N3B0	Q49AH0
Q9BL29	Q86T03
Q9BL29	Q8N4L2
Q23449	P48556
O62301	Q8ND04
P34558	Q8WVC6
O44500	Q9NVM9
Q9N576	Q96ES7
Q23033	P30874
Q23033	P35346
Q23033	P32745
Q23033	P30872
Q23033	P31391
Q23033	P35372
Q23033	P48146
Q23033	P41145
Q23033	P41143
Q23033	P41146
Q23033	P48145
Q23033	Q99705
P55112	Q6HA08
Q20191	Q6HA08
P55113	Q6HA08
Q18439	Q6HA08
P34445	P53367
P34445	P53365
C2BR94	Q13769
P49196	P25398
Q19706	O75821
P91477	P49721
Q95ZW1	O95249
H1UBK3	Q9Y2M2
O16582	Q9Y5N5
Q18746	Q96E29
Q23316	Q92542
Q94416	Q9UJA5
Q9BPP1	Q9NVD3
G5EDP7	Q02742
G5EDP7	O95395
G5EDP7	Q9P109
G5EDP7	Q8N0V5
G5EDP7	Q6ZNI0
G5EDP7	Q5T4J0
Q19730	Q02742
Q19730	O95395
Q19730	Q9P109
Q19730	Q8N0V5
Q19730	Q6ZNI0
Q19730	Q5T4J0
O02315	Q02742
O02315	O95395
O02315	Q9P109
O02315	Q8N0V5
O02315	Q6ZNI0
O02315	Q5T4J0
G5EBK7	Q02742
G5EBK7	O95395
G5EBK7	Q9P109
G5EBK7	Q8N0V5
G5EBK7	Q6ZNI0
G5EBK7	Q5T4J0
G5ECK8	Q02742
G5ECK8	O95395
G5ECK8	Q9P109
G5ECK8	Q8N0V5
G5ECK8	Q6ZNI0
G5ECK8	Q5T4J0
G5EEZ8	Q02742
G5EEZ8	O95395
G5EEZ8	Q9P109
G5EEZ8	Q8N0V5
G5EEZ8	Q6ZNI0
G5EEZ8	Q5T4J0
Q9XVH6	P52435
Q9XVH6	Q9GZM3
Q9XVH6	Q9H1A7
Q93377	Q8TF66
Q93377	P40197
Q23580	Q8TF66
Q23580	P40197
Q8STE5	Q96JJ3
Q8STE5	Q92556
Q8STE5	Q96BJ8
Q17432	Q9BQ69
Q17432	A1Z1Q3
P34661	P61960
O01503	Q8IXQ9
O02327	Q96GA3
O44502	Q96MW5
P34631	Q92575
Q20833	Q86VW0
P41843	Q9BVI4
Q9U3Q0	P82650
Q7YWR7	Q96S19
Q5DX36	Q9BUP3
Q95Y71	Q9BRJ2
Q8T3C8	Q9UDX5
Q9N4B7	Q9Y2Y1
Q65ZG6	O95600
Q65ZG6	Q9Y4X4
Q65ZG6	P57682
Q22592	Q14457
Q22592	A8MW95
Q9TXQ1	O95271
Q9TXQ1	Q9H2K2
H2KZ54	Q9ULP9
H2KZ54	H3BQ06
O62173	Q9Y3B1
O62173	Q96N28
G5EDH0	O00522
Q20819	P43897
O44735	Q8N0X7
Q8MYM8	P13984
Q9BL48	Q86TU7
Q9BKR0	Q9BTE0
Q8WTK1	Q969I6
Q8WTK1	Q96QD8
Q8WTK1	Q99624
Q8WTK1	Q9H2H9
Q8WTK1	Q8WUX1
Q8WTK1	Q8IZM9
P34465	P49447
P34465	Q53TN4
P34465	Q8NBI2
Q9N2X7	P56557
Q9N2X7	O95807
O01868	P83731
O18650	P39019
Q22417	O75934
O01264	Q8WYQ5
Q7JNG1	P48047
Q10956	Q8NHP6
Q22751	Q8WXX5
O45352	P78417
O45352	Q9H4Y5
D7SFI3	P78417
D7SFI3	Q9H4Y5
P34277	P78417
P34277	Q9H4Y5
P34345	P78417
P34345	Q9H4Y5
G5EFT5	Q03933
G5EFT5	Q00613
P52872	P61803
A5HWB2	Q9BUE6
Q9U1W8	P62310
Q65XY1	Q6ZUK4
P91404	Q9UBF6
Q18425	Q9NRA0
Q7KX58	Q9P215
Q93204	O75715
Q93204	P22352
Q93204	P59796
Q93204	P07203
Q95003	O75715
Q95003	P22352
Q95003	P59796
Q95003	P07203
Q9N2X2	O75715
Q9N2X2	P22352
Q9N2X2	P59796
Q9N2X2	P07203
G5EGU4	Q9Y625
G5EGU4	O75487
G5EGU4	P35052
G5EGU4	Q8N158
G5EGU4	P78333
G5EBF7	P34998
G5EBF7	Q13324
G5EBF7	Q03431
P34425	O60563
P34425	O60583
P34424	O60563
P34424	O60583
Q23536	Q9H492
Q23536	Q9GZQ8
Q23536	A6NCE7
G5EC32	O94875
G5EC32	Q9BX66
O61707	Q92750
O61707	O00268
Q9GSX9	Q9NPQ8
Q9GSX9	Q9NVN3
Q9N2W5	Q9UNZ2
Q9N2W5	Q14CS0
O01576	P37198
O76606	Q13084
P47991	Q02878
Q9N3C8	Q13795
Q20633	Q8WTW4
Q95QS6	Q6PI78
Q17820	Q9UBE0
Q9NEU3	Q9H974
G5EDE5	Q6NW40
G5EDE5	Q96B86
G5EDE5	Q6ZVN8
G5EF49	Q53EP0
G5EF49	Q9Y2H6
Q21194	Q7L8J4
Q21194	O60239
Q9XU81	Q86SZ2
Q9XU81	O75865
G5EFB9	Q5EBL4
O44975	P55789
Q9XVI4	P08962
P48322	Q9NYV6
P91869	Q9Y3C7
Q93574	Q96FB5
Q95QS4	Q9BRU9
Q9XVE7	O95147
Q9XVE7	Q8NEJ0
Q9XVE7	Q9H596
Q23165	Q9UJY5
Q23165	Q9NZ52
Q23165	Q9UJY4
P52819	P35268
P52819	Q6P5R6
Q21336	Q9Y3A6
Q21336	Q13445
Q09250	O00422
P91455	P07741
P52821	P62851
Q18797	Q96BI1
P34264	Q9Y3B7
Q09993	Q9Y284
Q9XUY5	P05026
Q9XUY5	P14415
Q9XUY5	Q9UN42
Q9XUY5	P54709
Q93235	P05026
Q93235	P14415
Q93235	Q9UN42
Q93235	P54709
O76383	Q9NWM0
O76383	Q6QHF9
E0AHD3	Q9NWM0
E0AHD3	Q6QHF9
G5EFQ1	Q13907
G5EFQ1	Q9BXS1
A7DT48	Q8WX93
A7DT48	Q86TC9
O44772	Q5HYJ3
O44772	Q8TAV0
O62236	Q86Y82
O62236	O15400
O18207	Q3MII6
Q9N4L8	O43181
G5EG51	Q9H7Z3
Q22019	Q14691
O61975	Q96FM1
Q18218	Q96EY8
G5EEL5	P22003
G5EEL5	P18075
G5EEL5	P22004
G5EEL5	P34820
G5EEL5	Q7Z5Y6
P91851	Q96T66
P91851	Q9HAN9
Q9XXM2	Q96T66
Q9XXM2	Q9HAN9
Q18449	Q9NYZ1
Q18449	Q96ET8
Q18449	A6NH52
Q9N4I6	Q8NHG8
Q9N4I6	Q8ND25
Q9XUW8	Q8N6M9
Q9XUW8	Q8WV99
Q20849	P50748
Q95QL3	P42696
G5EFF5	P55055
G5EFF5	Q13133
G5EFF5	Q96RI1
G5EFF5	P13631
G5EFF5	P10276
G5EFF5	P10826
G5EFF5	P10828
Q09390	P26583
Q09390	P09429
Q09390	B2RPK0
Q09390	O15347
Q09390	Q8WW32
Q10666	Q9NQB0
Q10666	Q9HCS4
Q10666	Q9UJU2
Q10666	P36402
Q10924	A8MTJ6
Q10924	Q12951
Q10924	Q6ZQN5
Q20496	P52566
Q20496	P52565
Q20496	Q99819
G5EF11	Q15329
G5EF11	Q16254
O44625	P52655
O44625	Q9UNN4
O44760	Q92615
O44760	Q71RC2
Q17569	Q8WTU0
Q17569	Q5TDH0
Q9U2A8	P61513
Q9U2A8	A6NKH3
Q9XXI3	Q9H9L3
Q9XXI3	Q8WTP8
Q17684	P61218
Q9XW26	P0CG23
Q18169	Q8WZ82
P91040	Q9BVC4
Q11080	Q9HC24
Q09464	Q9NX58
Q9U3B9	Q7Z3B4
P53806	P53805
P53806	Q14206
P53806	Q9UKA8
Q8WT46	O43516
Q8WT46	Q8TF74
Q8WT46	A6NGB9
Q20634	P23434
O62122	P23434
O45323	Q969P5
O45323	Q8TCJ0
Q17348	P62318
O18694	Q9Y4Y9
Q22178	Q8N954
Q23086	A6NKP2
Q23086	Q8WUS8
Q23086	Q15738
Q9XWF0	A6NKP2
Q9XWF0	Q8WUS8
Q9XWF0	Q15738
A4UVJ7	A6NKP2
A4UVJ7	Q8WUS8
A4UVJ7	Q15738
E5QCE7	Q9H3Z4
E5QCE7	Q9UF47
E5QCE7	Q8N7S2
Q18409	Q16629
Q18409	P84103
Q9XTC6	O43318
Q9NF64	O43318
Q9TXP0	P42677
Q9TXP0	Q71UM5
Q304F0	Q9H8M1
Q304F0	Q96MF6
P90815	P09234
H2KZ70	Q96ER9
P91151	Q9UP83
Q7YWW8	Q92546
Q95Q05	Q8WV92
Q95XS1	Q9UNL2
G5EDL0	P19419
G5EDL0	P41970
G5EDL0	P28324
Q95XF0	P19419
Q95XF0	P41970
Q95XF0	P28324
Q9BKS0	P05496
Q9BKS0	P48201
Q9BKS0	Q06055
Q7JMM5	Q5VUY0
Q7JMM5	Q5VUY2
Q19839	Q5VUY0
Q19839	Q5VUY2
H2FLH4	O94778
G5EEK0	O94778
E0AHC6	Q9UHY8
E0AHC6	Q99689
Q9TXI8	O60469
Q9TXI8	Q8TD84
Q95Y95	Q765P7
Q95Y95	O43312
Q20263	Q9Y3E0
Q20263	Q6ZVE7
G5EDS8	Q15024
Q21444	Q14746
Q95YE6	P49917
Q9XVI9	P05976
Q9XVI9	P12829
Q9XVI9	P08590
Q9XVI9	P14649
Q9XVI9	P60660
Q21201	P05976
Q21201	P12829
Q21201	P08590
Q21201	P14649
Q21201	P60660
Q23221	O60427
Q23221	O95864
Q23221	Q9Y5Q0
Q23221	A8MWK0
G5EG11	O60427
G5EG11	O95864
G5EG11	Q9Y5Q0
G5EG11	A8MWK0
H2KYJ6	P36969
A8WFK6	P36969
O62327	P36969
Q9NA33	O75718
Q9NA33	Q92791
Q9NA33	Q32P28
Q9XX98	O43567
Q9XX98	Q9H6Y7
Q9XX98	Q8WWF5
O45086	Q8IYS2
Q966I6	O75695
Q22718	Q8WUX9
Q9TZN1	Q8IWT0
Q9XUT4	P35247
Q86S35	P35247
O44904	P35247
Q19218	P35247
Q20927	P35247
B0M0N6	P35247
O17686	P35247
Q94399	P35247
Q09455	P35247
Q9U2P5	P35247
O44774	P35247
Q19979	P35247
P18832	P35247
Q93207	P35247
Q09456	P35247
Q22260	P35247
Q22256	P35247
O17035	P35247
P34391	P35247
O17036	P35247
Q17460	P35247
O01662	P35247
P18835	P35247
O17038	P35247
Q17458	P35247
Q17459	P35247
Q21556	P35247
Q17417	P35247
Q19528	P35247
Q17418	P35247
Q9GZF7	P35247
Q18536	P35247
Q93208	P35247
Q19470	P35247
G5EFU8	P35247
Q09233	P35247
Q23263	P35247
Q8MXT6	P35247
Q09457	P35247
P91285	P35247
Q19725	P35247
P18833	P35247
Q19813	P35247
Q20754	P35247
Q22369	P35247
P34340	P35247
O44989	P35247
A5JYR8	P35247
Q18480	P35247
O61525	P35247
Q17939	P35247
Q17582	P35247
O02271	P35247
Q22651	P35247
Q9TZ57	P35247
Q9XVY1	P35247
P34688	P35247
G5ECU6	P35247
Q9NAR3	P35247
Q9U349	P35247
Q9U348	P35247
Q9XVG3	P35247
Q86MP2	P35247
Q18537	P35247
Q18799	P35247
Q17402	P35247
Q965V9	P15374
Q965V9	P09936
Q9UAV3	P15374
Q9UAV3	P09936
Q8MNY0	P15374
Q8MNY0	P09936
O02495	P23763
O02495	P63027
O02495	L7N2F9
G5EBI0	P51572
G5EBI0	Q9UHQ4
H2L0I8	Q8TF40
H2L0I8	Q9P278
Q9XW78	Q8WUF8
Q9XW78	A6NC97
P90868	P28070
Q9N337	O75586
Q18357	Q8N1A6
Q9XWE6	P49914
P91862	Q9H7H0
Q95XK5	Q8WTR2
Q7Z144	Q9Y4U1
Q9XWR2	Q9UEW3
Q21562	Q9UEW3
Q20136	Q9UEW3
Q22380	Q9UEW3
Q18620	Q9UEW3
Q86NE3	Q9UEW3
O44796	Q9UEW3
Q86NE4	Q9UEW3
Q22326	Q9UEW3
Q22379	Q9UEW3
Q20921	Q9UEW3
O01904	Q9UEW3
O18097	Q9UEW3
Q20135	Q9UEW3
P20630	Q9UEW3
P20631	Q9UEW3
