Gene stable ID	Transcript stable ID	Human gene stable ID	Human gene name
WBGene00006836	C47E8.7.2	ENSG00000101311	FERMT1
WBGene00006839	F09B9.2a	ENSG00000163995	ABLIM2
WBGene00006839	F09B9.2b	ENSG00000163995	ABLIM2
WBGene00006839	F09B9.2a	ENSG00000158856	DMTN
WBGene00006839	F09B9.2b	ENSG00000158856	DMTN
WBGene00006839	F09B9.2a	ENSG00000173210	ABLIM3
WBGene00006839	F09B9.2b	ENSG00000173210	ABLIM3
WBGene00006839	F09B9.2a	ENSG00000099204	ABLIM1
WBGene00006839	F09B9.2b	ENSG00000099204	ABLIM1
WBGene00006840	R05D3.7	ENSG00000168280	KIF5C
WBGene00006840	R05D3.7	ENSG00000170759	KIF5B
WBGene00006840	R05D3.7	ENSG00000155980	KIF5A
WBGene00006843	M142.1a	ENSG00000109103	UNC119
WBGene00006843	M142.1b	ENSG00000109103	UNC119
WBGene00006843	M142.1c	ENSG00000109103	UNC119
WBGene00006843	M142.1a	ENSG00000175970	UNC119B
WBGene00006843	M142.1b	ENSG00000175970	UNC119B
WBGene00006843	M142.1c	ENSG00000175970	UNC119B
WBGene00006844	D1081.2	ENSG00000112658	SRF
WBGene00006845	F11C3.2	ENSG00000034971	MYOC
WBGene00006845	F11C3.2	ENSG00000105088	OLFM2
WBGene00006845	F11C3.2	ENSG00000130558	OLFM1
WBGene00006845	F11C3.2	ENSG00000102837	OLFM4
WBGene00006845	F11C3.2	ENSG00000183801	OLFML1
WBGene00006845	F11C3.2	ENSG00000162745	OLFML2B
WBGene00006845	F11C3.2	ENSG00000116774	OLFML3
WBGene00006845	F11C3.2	ENSG00000118733	OLFM3
WBGene00006845	F11C3.2	ENSG00000185585	OLFML2A
WBGene00006845	F11C3.2	ENSG00000186417	GLDN
WBGene00006852	C53D6.2	ENSG00000130385	BMP15
WBGene00006852	C53D6.2	ENSG00000130513	GDF15
WBGene00006852	C53D6.2	ENSG00000164404	GDF9
WBGene00006853	C47G2.2	ENSG00000184492	FOXD4L1
WBGene00006853	C47G2.2	ENSG00000184659	FOXD4L4
WBGene00006853	C47G2.2	ENSG00000170122	FOXD4
WBGene00006853	C47G2.2	ENSG00000187559	FOXD4L3
WBGene00006853	C47G2.2	ENSG00000187140	FOXD3
WBGene00006853	C47G2.2	ENSG00000204779	FOXD4L5
WBGene00006853	C47G2.2	ENSG00000251493	FOXD1
WBGene00006853	C47G2.2	ENSG00000273514	FOXD4L6
WBGene00006853	C47G2.2	ENSG00000186564	FOXD2
WBGene00006856	C13B4.2	ENSG00000101557	USP14
WBGene00006861	C24H10.5	ENSG00000203666	EFCAB2
WBGene00006863	F56B6.4a	ENSG00000056998	GYG2
WBGene00006863	F56B6.4b	ENSG00000056998	GYG2
WBGene00006863	F56B6.4c	ENSG00000056998	GYG2
WBGene00006863	F56B6.4a	ENSG00000163754	GYG1
WBGene00006863	F56B6.4b	ENSG00000163754	GYG1
WBGene00006863	F56B6.4c	ENSG00000163754	GYG1
WBGene00006865	ZK563.1	ENSG00000251357	AP000350.10
WBGene00006865	ZK563.1	ENSG00000163581	SLC2A2
WBGene00006865	ZK563.1	ENSG00000173262	SLC2A14
WBGene00006865	ZK563.1	ENSG00000181856	SLC2A4
WBGene00006865	ZK563.1	ENSG00000133460	SLC2A11
WBGene00006865	ZK563.1	ENSG00000197241	SLC2A7
WBGene00006865	ZK563.1	ENSG00000142583	SLC2A5
WBGene00006865	ZK563.1	ENSG00000109667	SLC2A9
WBGene00006865	ZK563.1	ENSG00000117394	SLC2A1
WBGene00006865	ZK563.1	ENSG00000059804	SLC2A3
WBGene00006869	Y37E11AR.6a	ENSG00000108947	EFNB3
WBGene00006869	Y37E11AR.6b	ENSG00000108947	EFNB3
WBGene00006869	Y37E11AR.6a	ENSG00000090776	EFNB1
WBGene00006869	Y37E11AR.6b	ENSG00000090776	EFNB1
WBGene00006869	Y37E11AR.6a	ENSG00000125266	EFNB2
WBGene00006869	Y37E11AR.6b	ENSG00000125266	EFNB2
WBGene00006870	F14F3.1a	ENSG00000007372	PAX6
WBGene00006870	F14F3.1b	ENSG00000007372	PAX6
WBGene00006870	F14F3.1c	ENSG00000007372	PAX6
WBGene00006873	M142.4	ENSG00000174279	EVX2
WBGene00006874	K12F2.2a	ENSG00000066735	KIF26A
WBGene00006874	K12F2.2b	ENSG00000066735	KIF26A
WBGene00006874	K12F2.2c.1	ENSG00000066735	KIF26A
WBGene00006874	K12F2.2c.2	ENSG00000066735	KIF26A
WBGene00006874	K12F2.2a	ENSG00000162849	KIF26B
WBGene00006874	K12F2.2b	ENSG00000162849	KIF26B
WBGene00006874	K12F2.2c.1	ENSG00000162849	KIF26B
WBGene00006874	K12F2.2c.2	ENSG00000162849	KIF26B
WBGene00006876	ZK1151.1a	ENSG00000096696	DSP
WBGene00006876	ZK1151.1b	ENSG00000096696	DSP
WBGene00006876	ZK1151.1c	ENSG00000096696	DSP
WBGene00006876	ZK1151.1d	ENSG00000096696	DSP
WBGene00006876	ZK1151.1e	ENSG00000096696	DSP
WBGene00006876	ZK1151.1f	ENSG00000096696	DSP
WBGene00006876	ZK1151.1g	ENSG00000096696	DSP
WBGene00006876	ZK1151.1h	ENSG00000096696	DSP
WBGene00006876	ZK1151.1i	ENSG00000096696	DSP
WBGene00006876	ZK1151.1a	ENSG00000178209	PLEC
WBGene00006876	ZK1151.1b	ENSG00000178209	PLEC
WBGene00006876	ZK1151.1c	ENSG00000178209	PLEC
WBGene00006876	ZK1151.1d	ENSG00000178209	PLEC
WBGene00006876	ZK1151.1e	ENSG00000178209	PLEC
WBGene00006876	ZK1151.1f	ENSG00000178209	PLEC
WBGene00006876	ZK1151.1g	ENSG00000178209	PLEC
WBGene00006876	ZK1151.1h	ENSG00000178209	PLEC
WBGene00006876	ZK1151.1i	ENSG00000178209	PLEC
WBGene00006876	ZK1151.1a	ENSG00000127603	MACF1
WBGene00006876	ZK1151.1b	ENSG00000127603	MACF1
WBGene00006876	ZK1151.1c	ENSG00000127603	MACF1
WBGene00006876	ZK1151.1d	ENSG00000127603	MACF1
WBGene00006876	ZK1151.1e	ENSG00000127603	MACF1
WBGene00006876	ZK1151.1f	ENSG00000127603	MACF1
WBGene00006876	ZK1151.1g	ENSG00000127603	MACF1
WBGene00006876	ZK1151.1h	ENSG00000127603	MACF1
WBGene00006876	ZK1151.1i	ENSG00000127603	MACF1
WBGene00006876	ZK1151.1a	ENSG00000151914	DST
WBGene00006876	ZK1151.1b	ENSG00000151914	DST
WBGene00006876	ZK1151.1c	ENSG00000151914	DST
WBGene00006876	ZK1151.1d	ENSG00000151914	DST
WBGene00006876	ZK1151.1e	ENSG00000151914	DST
WBGene00006876	ZK1151.1f	ENSG00000151914	DST
WBGene00006876	ZK1151.1g	ENSG00000151914	DST
WBGene00006876	ZK1151.1h	ENSG00000151914	DST
WBGene00006876	ZK1151.1i	ENSG00000151914	DST
WBGene00006876	ZK1151.1a	ENSG00000214860	EVPLL
WBGene00006876	ZK1151.1b	ENSG00000214860	EVPLL
WBGene00006876	ZK1151.1c	ENSG00000214860	EVPLL
WBGene00006876	ZK1151.1d	ENSG00000214860	EVPLL
WBGene00006876	ZK1151.1e	ENSG00000214860	EVPLL
WBGene00006876	ZK1151.1f	ENSG00000214860	EVPLL
WBGene00006876	ZK1151.1g	ENSG00000214860	EVPLL
WBGene00006876	ZK1151.1h	ENSG00000214860	EVPLL
WBGene00006876	ZK1151.1i	ENSG00000214860	EVPLL
WBGene00006876	ZK1151.1a	ENSG00000261150	EPPK1
WBGene00006876	ZK1151.1b	ENSG00000261150	EPPK1
WBGene00006876	ZK1151.1c	ENSG00000261150	EPPK1
WBGene00006876	ZK1151.1d	ENSG00000261150	EPPK1
WBGene00006876	ZK1151.1e	ENSG00000261150	EPPK1
WBGene00006876	ZK1151.1f	ENSG00000261150	EPPK1
WBGene00006876	ZK1151.1g	ENSG00000261150	EPPK1
WBGene00006876	ZK1151.1h	ENSG00000261150	EPPK1
WBGene00006876	ZK1151.1i	ENSG00000261150	EPPK1
WBGene00006876	ZK1151.1a	ENSG00000118898	PPL
WBGene00006876	ZK1151.1b	ENSG00000118898	PPL
WBGene00006876	ZK1151.1c	ENSG00000118898	PPL
WBGene00006876	ZK1151.1d	ENSG00000118898	PPL
WBGene00006876	ZK1151.1e	ENSG00000118898	PPL
WBGene00006876	ZK1151.1f	ENSG00000118898	PPL
WBGene00006876	ZK1151.1g	ENSG00000118898	PPL
WBGene00006876	ZK1151.1h	ENSG00000118898	PPL
WBGene00006876	ZK1151.1i	ENSG00000118898	PPL
WBGene00006876	ZK1151.1a	ENSG00000167880	EVPL
WBGene00006876	ZK1151.1b	ENSG00000167880	EVPL
WBGene00006876	ZK1151.1c	ENSG00000167880	EVPL
WBGene00006876	ZK1151.1d	ENSG00000167880	EVPL
WBGene00006876	ZK1151.1e	ENSG00000167880	EVPL
WBGene00006876	ZK1151.1f	ENSG00000167880	EVPL
WBGene00006876	ZK1151.1g	ENSG00000167880	EVPL
WBGene00006876	ZK1151.1h	ENSG00000167880	EVPL
WBGene00006876	ZK1151.1i	ENSG00000167880	EVPL
WBGene00006881	R07B1.1	ENSG00000120149	MSX2
WBGene00006881	R07B1.1	ENSG00000163132	MSX1
WBGene00006882	T22D2.1	ENSG00000132854	KANK4
WBGene00006882	T22D2.1	ENSG00000107104	KANK1
WBGene00006882	T22D2.1	ENSG00000197256	KANK2
WBGene00006882	T22D2.1	ENSG00000186994	KANK3
WBGene00006886	F11C7.3a	ENSG00000180481	GLIPR1L2
WBGene00006886	F11C7.3b	ENSG00000180481	GLIPR1L2
WBGene00006886	F11C7.3a	ENSG00000101074	R3HDML
WBGene00006886	F11C7.3b	ENSG00000101074	R3HDML
WBGene00006886	F11C7.3a	ENSG00000173401	GLIPR1L1
WBGene00006886	F11C7.3b	ENSG00000173401	GLIPR1L1
WBGene00006886	F11C7.3a	ENSG00000103196	CRISPLD2
WBGene00006886	F11C7.3b	ENSG00000103196	CRISPLD2
WBGene00006886	F11C7.3a	ENSG00000157335	CLEC18C
WBGene00006886	F11C7.3b	ENSG00000157335	CLEC18C
WBGene00006886	F11C7.3a	ENSG00000121005	CRISPLD1
WBGene00006886	F11C7.3b	ENSG00000121005	CRISPLD1
WBGene00006886	F11C7.3a	ENSG00000140839	CLEC18B
WBGene00006886	F11C7.3b	ENSG00000140839	CLEC18B
WBGene00006886	F11C7.3a	ENSG00000139278	GLIPR1
WBGene00006886	F11C7.3b	ENSG00000139278	GLIPR1
WBGene00006886	F11C7.3a	ENSG00000137558	PI15
WBGene00006886	F11C7.3b	ENSG00000137558	PI15
WBGene00006886	F11C7.3a	ENSG00000164530	PI16
WBGene00006886	F11C7.3b	ENSG00000164530	PI16
WBGene00006886	F11C7.3a	ENSG00000157322	CLEC18A
WBGene00006886	F11C7.3b	ENSG00000157322	CLEC18A
WBGene00006887	C35B8.2a.1	ENSG00000141968	VAV1
WBGene00006887	C35B8.2a.2	ENSG00000141968	VAV1
WBGene00006887	C35B8.2b	ENSG00000141968	VAV1
WBGene00006887	C35B8.2a.1	ENSG00000134215	VAV3
WBGene00006887	C35B8.2a.2	ENSG00000134215	VAV3
WBGene00006887	C35B8.2b	ENSG00000134215	VAV3
WBGene00006887	C35B8.2a.1	ENSG00000160293	VAV2
WBGene00006887	C35B8.2a.2	ENSG00000160293	VAV2
WBGene00006887	C35B8.2b	ENSG00000160293	VAV2
WBGene00006889	T06G6.9	ENSG00000155959	VBP1
WBGene00006890	K07E3.8a	ENSG00000164040	PGRMC2
WBGene00006890	K07E3.8b.1	ENSG00000164040	PGRMC2
WBGene00006890	K07E3.8b.2	ENSG00000164040	PGRMC2
WBGene00006890	K07E3.8a	ENSG00000101856	PGRMC1
WBGene00006890	K07E3.8b.1	ENSG00000101856	PGRMC1
WBGene00006890	K07E3.8b.2	ENSG00000101856	PGRMC1
WBGene00006893	F10E7.4	ENSG00000144229	THSD7B
WBGene00006893	F10E7.4	ENSG00000262655	SPON1
WBGene00006893	F10E7.4	ENSG00000005108	THSD7A
WBGene00006910	R10E11.8.1	ENSG00000185883	ATP6V0C
WBGene00006910	R10E11.8.2	ENSG00000185883	ATP6V0C
WBGene00006911	R10E11.2	ENSG00000185883	ATP6V0C
WBGene00006912	Y38F2AL.4	ENSG00000185883	ATP6V0C
WBGene00006913	T01H3.1.1	ENSG00000117410	ATP6V0B
WBGene00006913	T01H3.1.2	ENSG00000117410	ATP6V0B
WBGene00006917	C17H12.14	ENSG00000250565	ATP6V1E2
WBGene00006917	C17H12.14	ENSG00000131100	ATP6V1E1
WBGene00006918	ZK970.4.1	ENSG00000128524	ATP6V1F
WBGene00006918	ZK970.4.2	ENSG00000128524	ATP6V1F
WBGene00006919	F46F11.5	ENSG00000136888	ATP6V1G1
WBGene00006919	F46F11.5	ENSG00000151418	ATP6V1G3
WBGene00006919	F46F11.5	ENSG00000213760	ATP6V1G2
WBGene00006919	F46F11.5	ENSG00000254870	ATP6V1G2-DDX39B
WBGene00006920	Y38F2AL.3a	ENSG00000155097	ATP6V1C1
WBGene00006920	Y38F2AL.3b	ENSG00000155097	ATP6V1C1
WBGene00006920	Y38F2AL.3a	ENSG00000143882	ATP6V1C2
WBGene00006920	Y38F2AL.3b	ENSG00000143882	ATP6V1C2
WBGene00006921	F20B6.2	ENSG00000147416	ATP6V1B2
WBGene00006921	F20B6.2	ENSG00000116039	ATP6V1B1
WBGene00006923	F08B1.1a.1	ENSG00000184545	DUSP8
WBGene00006923	F08B1.1a.2	ENSG00000184545	DUSP8
WBGene00006923	F08B1.1a.3	ENSG00000184545	DUSP8
WBGene00006923	F08B1.1b.1	ENSG00000184545	DUSP8
WBGene00006923	F08B1.1b.2	ENSG00000184545	DUSP8
WBGene00006923	F08B1.1c.1	ENSG00000184545	DUSP8
WBGene00006923	F08B1.1c.2	ENSG00000184545	DUSP8
WBGene00006923	F08B1.1a.1	ENSG00000111266	DUSP16
WBGene00006923	F08B1.1a.2	ENSG00000111266	DUSP16
WBGene00006923	F08B1.1a.3	ENSG00000111266	DUSP16
WBGene00006923	F08B1.1b.1	ENSG00000111266	DUSP16
WBGene00006923	F08B1.1b.2	ENSG00000111266	DUSP16
WBGene00006923	F08B1.1c.1	ENSG00000111266	DUSP16
WBGene00006923	F08B1.1c.2	ENSG00000111266	DUSP16
WBGene00006931	T20D3.7a	ENSG00000122958	VPS26A
WBGene00006931	T20D3.7b	ENSG00000122958	VPS26A
WBGene00006931	T20D3.7c	ENSG00000122958	VPS26A
WBGene00006931	T20D3.7d	ENSG00000122958	VPS26A
WBGene00006931	T20D3.7a	ENSG00000151502	VPS26B
WBGene00006931	T20D3.7b	ENSG00000151502	VPS26B
WBGene00006931	T20D3.7c	ENSG00000151502	VPS26B
WBGene00006931	T20D3.7d	ENSG00000151502	VPS26B
WBGene00006932	B0025.1a	ENSG00000078142	PIK3C3
WBGene00006932	B0025.1b	ENSG00000078142	PIK3C3
WBGene00006932	B0025.1c.1	ENSG00000078142	PIK3C3
WBGene00006932	B0025.1c.2	ENSG00000078142	PIK3C3
WBGene00006933	F59G1.3	ENSG00000069329	VPS35
WBGene00006934	T21C9.2a	ENSG00000143952	VPS54
WBGene00006934	T21C9.2b	ENSG00000143952	VPS54
WBGene00006935	ZC513.4	ENSG00000137411	VARS2
WBGene00006937	Y56A3A.32a	ENSG00000156709	AIFM1
WBGene00006937	Y56A3A.32b	ENSG00000156709	AIFM1
WBGene00006937	Y56A3A.32c	ENSG00000156709	AIFM1
WBGene00006938	F35H8.7	ENSG00000127564	PKMYT1
WBGene00006940	Y53C12A.1	ENSG00000127564	PKMYT1
WBGene00006941	C46C2.1a	ENSG00000126562	WNK4
WBGene00006941	C46C2.1b	ENSG00000126562	WNK4
WBGene00006941	C46C2.1c	ENSG00000126562	WNK4
WBGene00006941	C46C2.1d	ENSG00000126562	WNK4
WBGene00006941	C46C2.1e	ENSG00000126562	WNK4
WBGene00006941	C46C2.1f	ENSG00000126562	WNK4
WBGene00006941	C46C2.1g	ENSG00000126562	WNK4
WBGene00006941	C46C2.1h	ENSG00000126562	WNK4
WBGene00006941	C46C2.1i	ENSG00000126562	WNK4
WBGene00006941	C46C2.1j	ENSG00000126562	WNK4
WBGene00006941	C46C2.1k	ENSG00000126562	WNK4
WBGene00006941	C46C2.1l	ENSG00000126562	WNK4
WBGene00006941	C46C2.1m	ENSG00000126562	WNK4
WBGene00006941	C46C2.1n	ENSG00000126562	WNK4
WBGene00006941	C46C2.1o	ENSG00000126562	WNK4
WBGene00006941	C46C2.1p	ENSG00000126562	WNK4
WBGene00006941	C46C2.1q	ENSG00000126562	WNK4
WBGene00006941	C46C2.1r	ENSG00000126562	WNK4
WBGene00006941	C46C2.1s	ENSG00000126562	WNK4
WBGene00006941	C46C2.1t	ENSG00000126562	WNK4
WBGene00006941	C46C2.1u	ENSG00000126562	WNK4
WBGene00006941	C46C2.1v	ENSG00000126562	WNK4
WBGene00006941	C46C2.1a	ENSG00000060237	WNK1
WBGene00006941	C46C2.1b	ENSG00000060237	WNK1
WBGene00006941	C46C2.1c	ENSG00000060237	WNK1
WBGene00006941	C46C2.1d	ENSG00000060237	WNK1
WBGene00006941	C46C2.1e	ENSG00000060237	WNK1
WBGene00006941	C46C2.1f	ENSG00000060237	WNK1
WBGene00006941	C46C2.1g	ENSG00000060237	WNK1
WBGene00006941	C46C2.1h	ENSG00000060237	WNK1
WBGene00006941	C46C2.1i	ENSG00000060237	WNK1
WBGene00006941	C46C2.1j	ENSG00000060237	WNK1
WBGene00006941	C46C2.1k	ENSG00000060237	WNK1
WBGene00006941	C46C2.1l	ENSG00000060237	WNK1
WBGene00006941	C46C2.1m	ENSG00000060237	WNK1
WBGene00006941	C46C2.1n	ENSG00000060237	WNK1
WBGene00006941	C46C2.1o	ENSG00000060237	WNK1
WBGene00006941	C46C2.1p	ENSG00000060237	WNK1
WBGene00006941	C46C2.1q	ENSG00000060237	WNK1
WBGene00006941	C46C2.1r	ENSG00000060237	WNK1
WBGene00006941	C46C2.1s	ENSG00000060237	WNK1
WBGene00006941	C46C2.1t	ENSG00000060237	WNK1
WBGene00006941	C46C2.1u	ENSG00000060237	WNK1
WBGene00006941	C46C2.1v	ENSG00000060237	WNK1
WBGene00006941	C46C2.1a	ENSG00000196632	WNK3
WBGene00006941	C46C2.1b	ENSG00000196632	WNK3
WBGene00006941	C46C2.1c	ENSG00000196632	WNK3
WBGene00006941	C46C2.1d	ENSG00000196632	WNK3
WBGene00006941	C46C2.1e	ENSG00000196632	WNK3
WBGene00006941	C46C2.1f	ENSG00000196632	WNK3
WBGene00006941	C46C2.1g	ENSG00000196632	WNK3
WBGene00006941	C46C2.1h	ENSG00000196632	WNK3
WBGene00006941	C46C2.1i	ENSG00000196632	WNK3
WBGene00006941	C46C2.1j	ENSG00000196632	WNK3
WBGene00006941	C46C2.1k	ENSG00000196632	WNK3
WBGene00006941	C46C2.1l	ENSG00000196632	WNK3
WBGene00006941	C46C2.1m	ENSG00000196632	WNK3
WBGene00006941	C46C2.1n	ENSG00000196632	WNK3
WBGene00006941	C46C2.1o	ENSG00000196632	WNK3
WBGene00006941	C46C2.1p	ENSG00000196632	WNK3
WBGene00006941	C46C2.1q	ENSG00000196632	WNK3
WBGene00006941	C46C2.1r	ENSG00000196632	WNK3
WBGene00006941	C46C2.1s	ENSG00000196632	WNK3
WBGene00006941	C46C2.1t	ENSG00000196632	WNK3
WBGene00006941	C46C2.1u	ENSG00000196632	WNK3
WBGene00006941	C46C2.1v	ENSG00000196632	WNK3
WBGene00006941	C46C2.1a	ENSG00000165238	WNK2
WBGene00006941	C46C2.1b	ENSG00000165238	WNK2
WBGene00006941	C46C2.1c	ENSG00000165238	WNK2
WBGene00006941	C46C2.1d	ENSG00000165238	WNK2
WBGene00006941	C46C2.1e	ENSG00000165238	WNK2
WBGene00006941	C46C2.1f	ENSG00000165238	WNK2
WBGene00006941	C46C2.1g	ENSG00000165238	WNK2
WBGene00006941	C46C2.1h	ENSG00000165238	WNK2
WBGene00006941	C46C2.1i	ENSG00000165238	WNK2
WBGene00006941	C46C2.1j	ENSG00000165238	WNK2
WBGene00006941	C46C2.1k	ENSG00000165238	WNK2
WBGene00006941	C46C2.1l	ENSG00000165238	WNK2
WBGene00006941	C46C2.1m	ENSG00000165238	WNK2
WBGene00006941	C46C2.1n	ENSG00000165238	WNK2
WBGene00006941	C46C2.1o	ENSG00000165238	WNK2
WBGene00006941	C46C2.1p	ENSG00000165238	WNK2
WBGene00006941	C46C2.1q	ENSG00000165238	WNK2
WBGene00006941	C46C2.1r	ENSG00000165238	WNK2
WBGene00006941	C46C2.1s	ENSG00000165238	WNK2
WBGene00006941	C46C2.1t	ENSG00000165238	WNK2
WBGene00006941	C46C2.1u	ENSG00000165238	WNK2
WBGene00006941	C46C2.1v	ENSG00000165238	WNK2
WBGene00006944	F18C5.2	ENSG00000165392	WRN
WBGene00006945	Y80D3A.1	ENSG00000140105	WARS
WBGene00006946	C34E10.4a	ENSG00000116874	WARS2
WBGene00006946	C34E10.4b	ENSG00000116874	WARS2
WBGene00006958	R06C1.3a	ENSG00000132970	WASF3
WBGene00006958	R06C1.3b	ENSG00000132970	WASF3
WBGene00006958	R06C1.3a	ENSG00000158195	WASF2
WBGene00006958	R06C1.3b	ENSG00000158195	WASF2
WBGene00006958	R06C1.3a	ENSG00000112290	WASF1
WBGene00006958	R06C1.3b	ENSG00000112290	WASF1
WBGene00006959	R74.3a	ENSG00000100219	XBP1
WBGene00006959	R74.3b	ENSG00000100219	XBP1
WBGene00006959	R74.3c	ENSG00000100219	XBP1
WBGene00006960	F02D8.3	ENSG00000138036	DYNC2LI1
WBGene00006961	B0041.7	ENSG00000085224	ATRX
WBGene00006963	K07G5.2	ENSG00000136936	XPA
WBGene00006964	Y48B6A.3	ENSG00000088930	XRN2
WBGene00006968	K08F11.4a	ENSG00000139131	YARS2
WBGene00006968	K08F11.4b.1	ENSG00000139131	YARS2
WBGene00006968	K08F11.4b.2	ENSG00000139131	YARS2
WBGene00006968	K08F11.4b.3	ENSG00000139131	YARS2
WBGene00006970	F28F9.1	ENSG00000142409	ZNF787
WBGene00006970	F28F9.1	ENSG00000236609	ZNF853
WBGene00006970	F28F9.1	ENSG00000169554	ZEB2
WBGene00006970	F28F9.1	ENSG00000148516	ZEB1
WBGene00006974	M03D4.1a	ENSG00000137807	KIF23
WBGene00006974	M03D4.1b	ENSG00000137807	KIF23
WBGene00006974	M03D4.1c	ENSG00000137807	KIF23
WBGene00006974	M03D4.1d.1	ENSG00000137807	KIF23
WBGene00006974	M03D4.1d.2	ENSG00000137807	KIF23
WBGene00006974	M03D4.1e	ENSG00000137807	KIF23
WBGene00006974	M03D4.1f.1	ENSG00000137807	KIF23
WBGene00006974	M03D4.1f.2	ENSG00000137807	KIF23
WBGene00006975	F54F2.2a.1	ENSG00000275023	MLLT6
WBGene00006975	F54F2.2a.2	ENSG00000275023	MLLT6
WBGene00006975	F54F2.2b	ENSG00000275023	MLLT6
WBGene00006975	F54F2.2c	ENSG00000275023	MLLT6
WBGene00006975	F54F2.2a.1	ENSG00000078403	MLLT10
WBGene00006975	F54F2.2a.2	ENSG00000078403	MLLT10
WBGene00006975	F54F2.2b	ENSG00000078403	MLLT10
WBGene00006975	F54F2.2c	ENSG00000078403	MLLT10
WBGene00006976	K02B12.8a	ENSG00000215277	RNF212B
WBGene00006976	K02B12.8b	ENSG00000215277	RNF212B
WBGene00006976	K02B12.8a	ENSG00000178222	RNF212
WBGene00006976	K02B12.8b	ENSG00000178222	RNF212
WBGene00006987	EGAP1.3	ENSG00000271447	MMP28
WBGene00006988	F59E12.2.1	ENSG00000134398	ERN2
WBGene00006988	F59E12.2.2	ENSG00000134398	ERN2
WBGene00006988	F59E12.2.1	ENSG00000178607	ERN1
WBGene00006988	F59E12.2.2	ENSG00000178607	ERN1
WBGene00006993	Y79H2A.11	ENSG00000170390	DCLK2
WBGene00006993	Y79H2A.11	ENSG00000133083	DCLK1
WBGene00006993	Y79H2A.11	ENSG00000163673	DCLK3
WBGene00006993	Y79H2A.11	ENSG00000077279	DCX
WBGene00006994	F22B5.7	ENSG00000175216	CKAP5
WBGene00006996	C08B11.1	ENSG00000162378	ZYG11B
WBGene00006996	C08B11.1	ENSG00000203995	ZYG11A
WBGene00006999	F42G4.3a.1	ENSG00000159840	ZYX
WBGene00006999	F42G4.3a.2	ENSG00000159840	ZYX
WBGene00006999	F42G4.3b	ENSG00000159840	ZYX
WBGene00006999	F42G4.3c	ENSG00000159840	ZYX
WBGene00006999	F42G4.3d	ENSG00000159840	ZYX
WBGene00006999	F42G4.3e.1	ENSG00000159840	ZYX
WBGene00006999	F42G4.3e.2	ENSG00000159840	ZYX
WBGene00006999	F42G4.3a.1	ENSG00000162458	FBLIM1
WBGene00006999	F42G4.3a.2	ENSG00000162458	FBLIM1
WBGene00006999	F42G4.3b	ENSG00000162458	FBLIM1
WBGene00006999	F42G4.3c	ENSG00000162458	FBLIM1
WBGene00006999	F42G4.3d	ENSG00000162458	FBLIM1
WBGene00006999	F42G4.3e.1	ENSG00000162458	FBLIM1
WBGene00006999	F42G4.3e.2	ENSG00000162458	FBLIM1
WBGene00006999	F42G4.3a.1	ENSG00000087077	TRIP6
WBGene00006999	F42G4.3a.2	ENSG00000087077	TRIP6
WBGene00006999	F42G4.3b	ENSG00000087077	TRIP6
WBGene00006999	F42G4.3c	ENSG00000087077	TRIP6
WBGene00006999	F42G4.3d	ENSG00000087077	TRIP6
WBGene00006999	F42G4.3e.1	ENSG00000087077	TRIP6
WBGene00006999	F42G4.3e.2	ENSG00000087077	TRIP6
WBGene00006999	F42G4.3a.1	ENSG00000145012	LPP
WBGene00006999	F42G4.3a.2	ENSG00000145012	LPP
WBGene00006999	F42G4.3b	ENSG00000145012	LPP
WBGene00006999	F42G4.3c	ENSG00000145012	LPP
WBGene00006999	F42G4.3d	ENSG00000145012	LPP
WBGene00006999	F42G4.3e.1	ENSG00000145012	LPP
WBGene00006999	F42G4.3e.2	ENSG00000145012	LPP
WBGene00007000	Y71H2AM.23.1	ENSG00000178952	TUFM
WBGene00007000	Y71H2AM.23.2	ENSG00000178952	TUFM
WBGene00007006	C10C6.2	ENSG00000119973	PRLHR
WBGene00007007	C44C8.6.1	ENSG00000114738	MAPKAPK3
WBGene00007007	C44C8.6.2	ENSG00000114738	MAPKAPK3
WBGene00007007	C44C8.6.1	ENSG00000162889	MAPKAPK2
WBGene00007007	C44C8.6.2	ENSG00000162889	MAPKAPK2
WBGene00007008	R05D3.4a	ENSG00000103549	RNF40
WBGene00007008	R05D3.4b	ENSG00000103549	RNF40
WBGene00007008	R05D3.4a	ENSG00000155827	RNF20
WBGene00007008	R05D3.4b	ENSG00000155827	RNF20
WBGene00007009	Y65B4BR.4a	ENSG00000078747	ITCH
WBGene00007009	Y65B4BR.4b	ENSG00000078747	ITCH
WBGene00007009	Y65B4BR.4c.1	ENSG00000078747	ITCH
WBGene00007009	Y65B4BR.4c.2	ENSG00000078747	ITCH
WBGene00007009	Y65B4BR.4d.1	ENSG00000078747	ITCH
WBGene00007009	Y65B4BR.4d.2	ENSG00000078747	ITCH
WBGene00007009	Y65B4BR.4a	ENSG00000123124	WWP1
WBGene00007009	Y65B4BR.4b	ENSG00000123124	WWP1
WBGene00007009	Y65B4BR.4c.1	ENSG00000123124	WWP1
WBGene00007009	Y65B4BR.4c.2	ENSG00000123124	WWP1
WBGene00007009	Y65B4BR.4d.1	ENSG00000123124	WWP1
WBGene00007009	Y65B4BR.4d.2	ENSG00000123124	WWP1
WBGene00007009	Y65B4BR.4a	ENSG00000198373	WWP2
