I-1A01,WBGene00000227
III-6G15,WBGene00007703
III-6G16,WBGene00013730
III-6G21,WBGene00007680
III-6G23,WBGene00007681
III-6G24,WBGene00013744
III-6H02,WBGene00010661
III-6H03,WBGene00010140
III-6H04,WBGene00010662
III-6H05,WBGene00010141
III-6H06,WBGene00010663
III-6H07,WBGene00000774
III-6H08,WBGene00010664
III-6H10,WBGene00010665
III-6H11,WBGene00010142
III-6H12,WBGene00000875
III-6H13,WBGene00012802
III-6H17,WBGene00012802
III-6H18,WBGene00007065
III-6H19,WBGene00003804
III-6H21,WBGene00012803
III-6H23,WBGene00002229
III-6H24,WBGene00013427
III-6I01,WBGene00004705
III-6I04,WBGene00013732
III-6I05,WBGene00013225
III-6I06,WBGene00013733
III-6I07,WBGene00003234
III-6I09,WBGene00006396
III-6I12,WBGene00013734
III-6I13,WBGene00013227
III-6I14,WBGene00007030
III-6I17,WBGene00013230
III-6I18,WBGene00004161
III-6I20,WBGene00013737
III-6I21,WBGene00013232
III-6I23,WBGene00013232
III-6I24,WBGene00006389
III-6J01,WBGene00012804
III-6J02,WBGene00013425
III-6J04,WBGene00001633
III-6J05,WBGene00009949
III-6J06,WBGene00006552
III-6J07,WBGene00009950
III-6J08,WBGene00006937
III-6J09,WBGene00009951
III-6J10,WBGene00013244
III-6J11,WBGene00003829
III-6J13,WBGene00001092
III-6J14,WBGene00013580
III-6J15,WBGene00002059
III-6J18,WBGene00013580
III-6J19,WBGene00003478
III-6J20,WBGene00013579
III-6J21,WBGene00009953
III-6J22,WBGene00000273
III-6J23,WBGene00011398
III-6K03,WBGene00013233
III-6K04,WBGene00004700
III-6K05,WBGene00013234
III-6K06,WBGene00013739
III-6K07,WBGene00013235
III-6K08,WBGene00013741
III-6K09,WBGene00003802
III-6K10,WBGene00013911
III-6K11,WBGene00003802
III-6K12,WBGene00001512
III-6K13,WBGene00013236
III-6K15,WBGene00013237
III-6K16,WBGene00013913
III-6K17,WBGene00000369
III-6K18,WBGene00013914
III-6K19,WBGene00013238
III-6K21,WBGene00013239
III-6K23,WBGene00013240
III-6L01,WBGene00001035
III-6L02,WBGene00006937
III-6L02,WBGene00013244
III-6L03,WBGene00011399
III-6L05,WBGene00011400
III-6L06,WBGene00022354
III-6L07,WBGene00003047
III-6L09,WBGene00008716
III-6L13,WBGene00008718
III-6L14,WBGene00022331
III-6L19,WBGene00009730
III-6L20,WBGene00022103
III-6L21,WBGene00009731
III-6L22,WBGene00022343
III-6L22,WBGene00022352
III-6L23,WBGene00009732
III-6M01,WBGene00013241
III-6M02,WBGene00007210
III-6M03,WBGene00013242
III-6M04,WBGene00007211
III-6M05,WBGene00013243
III-6M06,WBGene00007212
III-6M07,WBGene00006937
III-6M08,WBGene00000203
III-6M09,WBGene00013244
III-6M10,WBGene00012544
III-6M14,WBGene00012546
III-6M15,WBGene00013580
III-6M16,WBGene00012547
III-6M17,WBGene00013581
III-6M18,WBGene00012548
III-6M19,WBGene00000201
III-6M22,WBGene00012549
III-6M23,WBGene00004024
III-6M24,WBGene00003406
III-6N01,WBGene00000255
III-6N02,WBGene00022103
III-6N04,WBGene00022103
III-6N05,WBGene00009733
III-6N06,WBGene00022336
III-6N06,WBGene00022348
III-6N08,WBGene00022348
III-6N10,WBGene00001236
III-6N10,WBGene00022336
III-6N12,WBGene00022347
III-6N12,WBGene00022354
III-6N13,WBGene00000834
III-6N15,WBGene00006509
III-6N15,WBGene00012097
III-6N17,WBGene00000834
III-6N19,WBGene00000834
III-6N20,WBGene00022334
III-6N21,WBGene00006439
III-6N22,WBGene00022349
III-6N23,WBGene00012094
III-6N24,WBGene00022489
III-6N24,WBGene00022493
III-6O01,WBGene00003779
III-6O02,WBGene00012550
III-6O03,WBGene00013540
III-6O04,WBGene00012551
III-6O05,WBGene00013541
III-6O06,WBGene00012552
III-6O07,WBGene00013542
III-6O08,WBGene00006804
III-6O09,WBGene00013543
III-6O10,WBGene00012553
III-6O11,WBGene00013544
III-6O12,WBGene00001457
III-6O13,WBGene00013545
III-6O14,WBGene00012554
III-6O16,WBGene00012556
III-6O17,WBGene00013547
III-6O18,WBGene00012557
III-6O18,WBGene00012558
III-6O22,WBGene00012559
III-6O23,WBGene00013549
III-6P01,WBGene00000407
III-6P03,WBGene00002185
III-6P04,WBGene00022489
III-6P05,WBGene00012095
III-6P07,WBGene00012096
III-6P08,WBGene00022103
III-6P09,WBGene00012097
III-6P10,WBGene00022490
III-6P11,WBGene00012098
III-6P12,WBGene00022491
III-6P16,WBGene00000037
III-6P17,WBGene00012108
III-6P18,WBGene00012981
III-6P19,WBGene00012109
III-6P20,WBGene00012981
III-6P21,WBGene00012110
III-6P23,WBGene00012111
III-6P24,WBGene00022346
III-7A01,WBGene00022338
III-7A01,WBGene00194746
III-7A03,WBGene00022345
III-7A05,WBGene00022339
III-7A06,WBGene00021818
III-7A07,WBGene00022335
III-7A09,WBGene00022326
III-7A10,WBGene00019168
III-7A11,WBGene00022327
III-7A12,WBGene00019167
III-7A13,WBGene00022487
III-7A14,WBGene00006725
III-7A15,WBGene00044675
III-7A16,WBGene00006725
III-7A19,WBGene00022479
III-7A20,WBGene00019170
III-7A23,WBGene00022477
III-7A24,WBGene00019169
III-7C02,WBGene00019169
III-7C03,WBGene00021442
III-7C05,WBGene00021593
III-7C06,WBGene00003770
III-7C08,WBGene00003134
III-7C09,WBGene00000560
III-7C10,WBGene00003770
III-7C12,WBGene00006781
III-7C14,WBGene00021906
III-7C15,WBGene00021265
III-7C18,WBGene00021908
III-7C19,WBGene00021265
III-7C20,WBGene00021907
III-7C22,WBGene00002269
III-7C23,WBGene00021262
III-7C24,WBGene00021906
III-7E01,WBGene00005141
III-7E01,WBGene00021266
III-7E02,WBGene00002269
III-7E03,WBGene00022341
III-7E04,WBGene00021907
III-7E05,WBGene00022318
III-7E06,WBGene00021904
III-7E07,WBGene00022319
III-7E08,WBGene00021903
III-7E09,WBGene00022320
III-7E10,WBGene00021910
III-7E11,WBGene00022321
III-7E11,WBGene00022322
III-7E12,WBGene00021910
III-7E13,WBGene00022324
III-7E13,WBGene00022325
III-7E17,WBGene00194735
III-7E18,WBGene00021913
III-7E20,WBGene00021912
III-7E23,WBGene00021252
III-7G01,WBGene00021254
III-7G02,WBGene00021914
III-7G03,WBGene00021261
III-7G03,WBGene00021266
III-7G05,WBGene00021260
III-7G07,WBGene00021259
III-7G08,WBGene00021909
III-7G09,WBGene00021259
III-7G10,WBGene00021919
III-7G12,WBGene00000898
III-7G13,WBGene00021252
III-7G14,WBGene00019169
III-7G15,WBGene00021241
III-7G17,WBGene00021251
III-7G18,WBGene00021918
III-7G19,WBGene00022333
III-7G20,WBGene00021917
III-7G21,WBGene00022340
III-7G22,WBGene00019159
III-7G22,WBGene00021916
III-7G23,WBGene00021440
III-7I01,WBGene00004886
III-7I02,WBGene00021915
III-7I03,WBGene00021444
III-7I05,WBGene00021442
III-7I06,WBGene00022182
III-7I07,WBGene00021441
III-7I07,WBGene00021442
III-7I08,WBGene00007000
III-7I09,WBGene00004163
III-7I10,WBGene00022189
III-7I11,WBGene00021446
III-7I12,WBGene00003941
III-7I12,WBGene00022165
III-7I13,WBGene00021445
III-7I13,WBGene00021446
III-7I15,WBGene00000941
III-7I15,WBGene00021444
III-7I16,WBGene00022175
III-7I17,WBGene00021440
III-7I18,WBGene00022166
III-7I19,WBGene00004249
III-7I21,WBGene00000545
III-7I24,WBGene00006695
III-7K02,WBGene00022171
III-7K02,WBGene00022185
III-7K04,WBGene00022170
III-7K04,WBGene00022185
III-7K06,WBGene00022169
III-7K07,WBGene00021447
III-7K08,WBGene00006695
III-7K10,WBGene00022170
III-7K10,WBGene00022185
III-7K12,WBGene00022197
III-7K13,WBGene00021751
III-7K14,WBGene00022196
III-7K16,WBGene00007019
III-7K19,WBGene00021754
III-7K19,WBGene00021755
III-7K20,WBGene00000160
III-7K21,WBGene00021754
III-7K22,WBGene00022182
III-7K23,WBGene00021751
III-7K23,WBGene00194736
III-7K23,WBGene00194737
III-7M01,WBGene00021757
III-7M04,WBGene00022180
III-7M05,WBGene00021757
III-7M06,WBGene00022179
III-7M07,WBGene00021813
III-7M07,WBGene00021815
III-7M09,WBGene00021813
III-7M11,WBGene00021812
III-7M13,WBGene00021811
III-7M14,WBGene00022191
III-7M15,WBGene00021816
III-7M17,WBGene00021816
III-7M19,WBGene00021814
III-7M19,WBGene00021815
III-7O01,WBGene00021808
III-7O03,WBGene00021808
III-7O05,WBGene00021807
III-7O05,WBGene00021808
III-7O07,WBGene00021807
III-7O11,WBGene00021810
III-7O13,WBGene00021809
III-7O15,WBGene00021805
III-7O15,WBGene00021806
III-7O17,WBGene00021801
III-7O19,WBGene00021800
III-7O21,WBGene00021800
III-8A01,WBGene00000060
III-8A02,WBGene00000081
III-8A04,WBGene00000425
III-8A05,WBGene00000464
III-8A06,WBGene00000537
III-8A07,WBGene00001227
III-8A08,WBGene00001259
III-8A09,WBGene00004884
III-8A10,WBGene00001410
III-8A11,WBGene00001636
III-8A12,WBGene00001744
III-8A13,WBGene00002230
III-8A14,WBGene00003002
III-8A15,WBGene00003414
III-8A16,WBGene00003619
III-8A17,WBGene00003930
III-8A18,WBGene00004086
III-8A19,WBGene00004100
III-8A20,WBGene00004132
III-8A21,WBGene00004165
III-8A22,WBGene00004187
III-8A23,WBGene00004189
III-8A24,WBGene00004303
III-8B01,WBGene00004322
III-8B02,WBGene00004341
III-8B03,WBGene00004343
III-8B04,WBGene00004679
III-8B05,WBGene00004905
III-8B06,WBGene00004960
III-8B07,WBGene00004980
III-8B08,WBGene00005166
III-8B09,WBGene00006513
III-8B10,WBGene00006526
III-8B11,WBGene00006553
III-8B12,WBGene00006571
III-8B13,WBGene00006596
III-8B14,WBGene00006830
III-8B15,WBGene00006895
III-8B16,WBGene00007188
III-8B17,WBGene00007402
III-8B18,WBGene00007581
III-8B19,WBGene00007624
III-8B20,WBGene00007859
III-8B21,WBGene00007924
III-8B22,WBGene00008042
III-8B23,WBGene00008167
III-8B24,WBGene00004760
III-8C01,WBGene00008812
III-8C02,WBGene00009440
III-8C03,WBGene00010228
III-8C04,WBGene00010365
III-8C05,WBGene00010796
III-8C06,WBGene00010842
III-8C07,WBGene00010845
III-8C08,WBGene00011114
III-8C09,WBGene00011202
III-8C10,WBGene00011219
III-8C11,WBGene00011281
III-8C12,WBGene00011401
III-8C12,WBGene00185005
III-8C13,WBGene00011563
III-8C14,WBGene00011735
III-8C15,WBGene00011819
III-8C16,WBGene00012017
III-8C17,WBGene00012099
III-8C18,WBGene00012306
III-8C19,WBGene00012641
III-8C20,WBGene00012650
III-8C21,WBGene00012654
III-8C22,WBGene00012927
III-8C23,WBGene00012929
III-8C24,WBGene00012933
III-8D01,WBGene00013226
III-8D02,WBGene00013227
III-8D03,WBGene00013228
III-8D04,WBGene00013421
III-8D05,WBGene00013431
III-8D06,WBGene00013439
III-8D07,WBGene00013440
III-8D08,WBGene00013441
III-8D09,WBGene00013446
III-8D10,WBGene00013545
III-8D11,WBGene00013578
III-8D12,WBGene00013734
III-8D13,WBGene00013739
III-8D14,WBGene00013915
III-8D15,WBGene00013983
III-8D16,WBGene00014021
III-8D17,WBGene00014028
III-8D18,WBGene00014036
III-8D19,WBGene00014075
III-8D20,WBGene00014202
III-8D21,WBGene00014227
III-8D22,WBGene00206513
III-8D23,WBGene00015083
III-8D24,WBGene00015085
III-8E01,WBGene00015102
III-8E02,WBGene00015103
III-8E03,WBGene00015125
III-8E04,WBGene00015126
III-8E05,WBGene00015128
III-8E06,WBGene00015268
III-8E07,WBGene00015349
III-8E08,WBGene00015352
III-8E09,WBGene00015480
III-8E10,WBGene00015524
III-8E11,WBGene00015557
III-8E12,WBGene00015638
III-8E13,WBGene00015639
III-8E14,WBGene00015806
III-8E15,WBGene00016145
III-8E16,WBGene00016525
III-8E17,WBGene00016677
III-8E18,WBGene00017269
III-8E19,WBGene00017274
III-8E20,WBGene00017646
III-8E21,WBGene00017778
III-8E22,WBGene00019157
III-8E23,WBGene00006430
III-8E24,WBGene00019331
III-8F01,WBGene00019629
III-8F02,WBGene00019715
III-8F03,WBGene00020104
III-8F04,WBGene00020111
III-8F05,WBGene00020116
III-8F06,WBGene00020704
III-8F07,WBGene00021043
III-8F08,WBGene00021244
III-8F09,WBGene00021247
III-8F10,WBGene00021256
III-8F11,WBGene00021313
III-8F12,WBGene00021315
III-8F13,WBGene00021343
III-8F14,WBGene00021344
III-8F15,WBGene00021697
III-8F16,WBGene00021697
III-8F17,WBGene00021698
III-8F18,WBGene00021799
III-8F19,WBGene00021857
III-8F20,WBGene00021863
III-8F21,WBGene00021899
III-8F22,WBGene00021902
III-8F23,WBGene00021905
III-8F24,WBGene00021911
III-8G01,WBGene00022173
III-8G02,WBGene00022195
III-8G03,WBGene00022329
III-8G04,WBGene00022330
III-8G05,WBGene00022337
III-8G06,WBGene00022350
III-8G07,WBGene00022488
III-8G08,WBGene00022732
III-8G09,WBGene00043051
III-8G10,WBGene00043060
III-8G11,WBGene00043992
III-8G12,WBGene00044447
III-8G13,WBGene00044455
III-8G14,WBGene00004128
III-8G15,WBGene00001478
III-8G16,WBGene00001815
III-8G17,WBGene00003892
III-8G18,WBGene00006612
III-8G19,WBGene00008082
III-8G20,WBGene00008120
III-8G21,WBGene00009375
III-8G22,WBGene00009952
III-8G23,WBGene00185001
III-8G24,WBGene00010757
III-8H01,WBGene00003887
III-8H02,WBGene00011732
III-8H03,WBGene00011809
III-8H04,WBGene00012655
III-8H05,WBGene00012716
III-8H06,WBGene00012944
III-8H07,WBGene00013443
III-8H08,WBGene00015165
III-8H09,WBGene00017271
III-8H10,WBGene00018611
III-8H11,WBGene00019183
III-8H12,WBGene00020019
III-8H13,WBGene00020820
III-8H14,WBGene00020924
III-8H15,WBGene00021705
III-8H16,WBGene00021850
III-8H17,WBGene00022178
III-8H18,WBGene00044403
III-8H19,WBGene00044903
III-8H20,WBGene00000202
III-8H21,WBGene00000235
III-8H22,WBGene00000423
III-8H23,WBGene00000765
III-8H24,WBGene00001018
III-8I01,WBGene00001630
III-8I02,WBGene00001748
III-8I03,WBGene00001951
III-8I04,WBGene00001997
III-8I05,WBGene00002025
III-8I06,WBGene00003594
III-8I07,WBGene00003978
III-8I08,WBGene00004085
III-8I09,WBGene00004277
III-8I10,WBGene00004314
III-8I11,WBGene00004344
III-8I12,WBGene00006389
III-8I13,WBGene00006563
III-8I14,WBGene00006691
III-8I15,WBGene00007273
III-8I16,WBGene00008002
III-8I17,WBGene00008043
III-8I18,WBGene00008719
III-8I19,WBGene00010478
III-8I20,WBGene00010784
III-8I21,WBGene00010922
III-8I22,WBGene00011144
III-8I23,WBGene00011300
III-8I24,WBGene00011731
III-8J01,WBGene00043998
III-8J02,WBGene00012761
III-8J03,WBGene00012807
III-8J04,WBGene00012934
III-8J05,WBGene00012971
III-8J06,WBGene00013436
III-8J07,WBGene00013740
III-8J08,WBGene00013742
III-8J09,WBGene00014030
III-8J10,WBGene00014033
III-8J11,WBGene00015267
III-8J12,WBGene00015582
III-8J13,WBGene00015807
III-8J14,WBGene00015990
III-8J15,WBGene00016450
III-8J16,WBGene00016451
III-8J17,WBGene00016452
III-8J18,WBGene00016519
III-8J19,WBGene00016982
III-8J20,WBGene00016983
III-8J21,WBGene00017146
III-8J22,WBGene00017169
III-8J23,WBGene00017272
III-8J24,WBGene00018243
III-8K01,WBGene00018409
III-8K02,WBGene00018419
III-8K03,WBGene00018422
III-8K04,WBGene00018423
III-8K05,WBGene00018830
III-8K06,WBGene00019332
III-8K07,WBGene00019455
III-8K08,WBGene00019460
III-8K09,WBGene00019838
III-8K10,WBGene00019996
III-8K11,WBGene00020099
III-8K12,WBGene00020113
III-8K13,WBGene00020317
III-8K14,WBGene00020550
III-8K15,WBGene00020562
III-8K16,WBGene00021434
III-8K17,WBGene00021700
III-8K18,WBGene00021804
III-8K19,WBGene00021853
III-8K20,WBGene00021854
III-8K21,WBGene00021861
III-8K22,WBGene00021913
III-8K23,WBGene00022174
III-8K24,WBGene00022193
III-8L01,WBGene00022198
III-8L02,WBGene00022353
III-8L03,WBGene00022795
III-8L04,WBGene00023451
III-8L05,WBGene00023483
III-8L06,WBGene00044232
III-8L07,WBGene00044324
III-8L08,WBGene00044341
III-8L09,WBGene00044353
III-8L10,WBGene00044354
III-8L11,WBGene00044406
III-8L13,WBGene00044409
III-8L14,WBGene00016197
III-8L15,WBGene00016980
III-8L16,WBGene00044648
III-8L17,WBGene00044674
III-8L18,WBGene00000179
III-8L19,WBGene00000762
III-8L20,WBGene00000974
III-8L21,WBGene00001823
III-8L22,WBGene00004114
III-8L23,WBGene00004311
III-8L24,WBGene00006544
III-8M01,WBGene00007926
III-8M02,WBGene00008020
III-8M03,WBGene00009503
III-8M04,WBGene00009734
III-8M05,WBGene00001559
III-8M06,WBGene00010866
III-8M07,WBGene00010909
III-8M08,WBGene00011366
III-8M09,WBGene00011871
III-8M10,WBGene00011872
III-8M11,WBGene00012652
III-8M12,WBGene00012755
III-8M13,WBGene00012924
III-8M14,WBGene00012938
III-8M15,WBGene00012970
III-8M16,WBGene00013438
III-8M17,WBGene00014020
III-8M18,WBGene00014027
III-8M19,WBGene00017273
III-8M20,WBGene00017756
III-8M21,WBGene00020927
III-8M22,WBGene00020967
III-8M23,WBGene00021170
III-8M24,WBGene00021915
III-8N01,WBGene00022344
III-8N02,WBGene00022346
III-8N03,WBGene00022704
III-8N04,WBGene00044228
III-8N05,WBGene00044288
III-8N06,WBGene00044410
III-8N07,WBGene00021029
III-8N08,WBGene00022497
III-8N09,WBGene00013445
III-8N10,WBGene00000545
III-8N11,WBGene00002099
III-8N12,WBGene00004390
III-8N13,WBGene00007632
III-8N14,WBGene00009377
III-8N16,WBGene00011875
III-8N17,WBGene00012862
III-8N18,WBGene00012922
III-8N19,WBGene00013432
III-8N20,WBGene00013550
III-8N21,WBGene00015086
III-8N22,WBGene00017361
III-8N23,WBGene00017848
III-8N24,WBGene00020021
III-8O01,WBGene00020098
III-8O02,WBGene00021337
III-8O03,WBGene00021339
III-8O04,WBGene00022057
III-8O05,WBGene00044005
III-8O06,WBGene00044166
III-8O07,WBGene00044230
III-8O08,WBGene00044761
III-8O09,WBGene00004102
III-8O10,WBGene00008172
III-8O11,WBGene00010547
III-8O12,WBGene00013445
III-8O13,WBGene00001662
III-8O13,WBGene00016410
III-8O14,WBGene00020763
III-8O15,WBGene00003055
III-8O16,WBGene00006615
III-8O17,WBGene00007184
III-8O18,WBGene00008347
III-8O19,WBGene00012663
III-8O20,WBGene00021437
III-8O21,WBGene00021858
III-8O22,WBGene00021866
III-8O23,WBGene00002244
III-8O24,WBGene00003589
III-8P01,WBGene00010838
III-8P02,WBGene00012645
III-8P03,WBGene00012660
III-8P04,WBGene00012662
III-8P05,WBGene00012939
III-8P06,WBGene00013738
III-8P07,WBGene00016207
III-8P07,WBGene00016209
III-8P08,WBGene00018370
III-8P09,WBGene00020566
III-8P10,WBGene00021124
III-8P11,WBGene00021249
III-8P13,WBGene00021849
III-8P14,WBGene00011900
III-8P15,WBGene00015979
III-8P16,WBGene00021340
III-8P17,WBGene00006830
III-8P18,WBGene00000506
III-8P19,WBGene00000507
III-8P21,WBGene00004088
III-8P22,WBGene00004283
III-8P23,WBGene00004891
III-8P24,WBGene00006843
III-9A01,WBGene00009595
III-9A02,WBGene00010227
III-9A03,WBGene00010230
III-9A04,WBGene00010815
III-9A05,WBGene00011411
III-9A06,WBGene00011557
III-9A07,WBGene00013041
III-9A08,WBGene00013429
III-9A09,WBGene00013442
III-9A10,WBGene00013447
III-9A11,WBGene00013561
III-9A12,WBGene00013733
III-9A13,WBGene00013736
III-9A14,WBGene00015124
III-9A15,WBGene00015158
III-9A16,WBGene00015241
III-9A17,WBGene00015245
III-9A18,WBGene00015266
III-9A19,WBGene00015351
III-9A20,WBGene00015558
III-9A21,WBGene00015640
III-9A22,WBGene00016526
III-9A23,WBGene00016635
III-9A24,WBGene00017160
III-9B01,WBGene00017321
III-9B02,WBGene00017360
III-9B03,WBGene00019198
III-9B04,WBGene00019884
III-9B05,WBGene00019995
III-9B06,WBGene00021020
III-9B07,WBGene00021252
III-9B09,WBGene00021264
III-9B10,WBGene00021443
III-9B11,WBGene00021818
III-9B12,WBGene00022054
III-9B13,WBGene00022106
III-9B14,WBGene00022168
III-9B15,WBGene00022172
III-9B16,WBGene00022176
III-9B17,WBGene00022192
III-9B18,WBGene00022194
III-9B19,WBGene00022328
III-9B20,WBGene00022357
III-9B21,WBGene00023414
III-9B22,WBGene00023450
III-9B23,WBGene00044311
III-9B24,WBGene00044443
III-9C01,WBGene00044452
III-9C02,WBGene00044633
III-9C03,WBGene00003748
III-9C04,WBGene00004163
III-9C05,WBGene00004894
III-9C06,WBGene00007019
III-9C07,WBGene00007021
III-9C08,WBGene00010575
III-9C09,WBGene00014180
III-9C10,WBGene00016524
III-9C11,WBGene00016634
III-9C12,WBGene00017153
III-9C12,WBGene00021340
III-9C13,WBGene00018674
III-9C14,WBGene00019201
III-9C15,WBGene00019908
III-9C16,WBGene00019914
III-9C17,WBGene00020560
III-9C18,WBGene00021753
III-9C19,WBGene00021847
III-9C20,WBGene00022493
III-9C21,WBGene00044400
III-9C22,WBGene00044446
III-9C23,WBGene00000248
III-9C24,WBGene00000663
III-9D01,WBGene00005146
III-9D02,WBGene00005756
III-9D03,WBGene00005757
III-9D04,WBGene00006798
III-9D05,WBGene00007209
III-9D06,WBGene00007679
III-9D07,WBGene00008044
III-9D08,WBGene00009735
III-9D09,WBGene00010545
III-9D10,WBGene00012109
III-9D11,WBGene00012719
III-9D12,WBGene00012720
III-9D13,WBGene00012760
III-9D14,WBGene00012977
III-9D15,WBGene00013437
III-9D16,WBGene00013448
III-9D17,WBGene00013912
III-9D18,WBGene00014025
III-9D19,WBGene00015353
III-9D20,WBGene00015643
III-9D21,WBGene00017032
III-9D22,WBGene00019639
III-9D23,WBGene00020548
III-9D24,WBGene00021592
III-9E01,WBGene00021752
III-9E02,WBGene00021759
III-9E03,WBGene00021859
III-9E04,WBGene00021862
III-9E05,WBGene00021864
III-9E06,WBGene00021865
III-9E07,WBGene00022181
III-9E08,WBGene00022319
III-9E09,WBGene00022323
III-9E10,WBGene00022332
III-9E11,WBGene00022477
III-9E12,WBGene00023423
III-9E13,WBGene00044127
III-9E14,WBGene00044295
III-9E15,WBGene00044448
III-9E16,WBGene00044676
III-9E17,WBGene00044760
III-9E18,WBGene00044911
IV-1A02,WBGene00015998
IV-1A03,WBGene00021405
IV-1A04,WBGene00015999
IV-1A05,WBGene00021408
IV-1A06,WBGene00015497
IV-1A07,WBGene00021406
IV-1A07,WBGene00021407
IV-1A08,WBGene00015497
IV-1A09,WBGene00021407
IV-1A10,WBGene00015993
IV-1A11,WBGene00021406
IV-1A12,WBGene00019658
IV-1A14,WBGene00004427
IV-1A15,WBGene00021405
IV-1A16,WBGene00019659
IV-1A17,WBGene00021408
IV-1A18,WBGene00019660
IV-1A20,WBGene00019661
IV-1A21,WBGene00021407
IV-1A22,WBGene00019662
IV-1A23,WBGene00021406
IV-1A24,WBGene00019663
IV-1B01,WBGene00022423
IV-1B02,WBGene00021084
IV-1B03,WBGene00002180
IV-1B04,WBGene00021083
IV-1B04,WBGene00021090
IV-1B07,WBGene00000547
IV-1B07,WBGene00022308
IV-1B09,WBGene00022307
IV-1B10,WBGene00021082
IV-1B11,WBGene00000680
IV-1B13,WBGene00022313
IV-1B15,WBGene00022313
IV-1B16,WBGene00018323
IV-1B17,WBGene00000680
IV-1B18,WBGene00018324
IV-1B21,WBGene00000547
IV-1B22,WBGene00018326
IV-1B23,WBGene00000547
IV-1B24,WBGene00018327
IV-1C01,WBGene00001492
IV-1C02,WBGene00019664
IV-1C03,WBGene00006599
IV-1C04,WBGene00019665
IV-1C05,WBGene00015246
IV-1C06,WBGene00018256
IV-1C07,WBGene00006599
IV-1C07,WBGene00015247
IV-1C09,WBGene00000897
IV-1C10,WBGene00044459
IV-1C10,WBGene00044460
IV-1C11,WBGene00017926
IV-1C14,WBGene00021949
IV-1C16,WBGene00043706
IV-1C17,WBGene00017928
IV-1C18,WBGene00021948
IV-1C19,WBGene00017929
IV-1C20,WBGene00021947
IV-1C21,WBGene00000674
IV-1C22,WBGene00021947
IV-1C23,WBGene00019819
IV-1C24,WBGene00001788
IV-1D01,WBGene00000546
IV-1D02,WBGene00018328
IV-1D03,WBGene00022312
IV-1D04,WBGene00001999
IV-1D05,WBGene00022311
IV-1D06,WBGene00018329
IV-1D07,WBGene00022310
IV-1D08,WBGene00018330
IV-1D09,WBGene00022309
IV-1D09,WBGene00022310
IV-1D10,WBGene00021952
IV-1D12,WBGene00021953
IV-1D14,WBGene00015248
IV-1D15,WBGene00003806
IV-1D16,WBGene00015249
IV-1D17,WBGene00019367
IV-1D18,WBGene00015250
IV-1D19,WBGene00019368
IV-1D20,WBGene00015251
IV-1D22,WBGene00015252
IV-1D23,WBGene00019369
IV-1D24,WBGene00015411
IV-1E01,WBGene00019820
IV-1E02,WBGene00000677
IV-1E03,WBGene00019821
IV-1E04,WBGene00018928
IV-1E05,WBGene00019822
IV-1E06,WBGene00018929
IV-1E06,WBGene00018933
IV-1E07,WBGene00019823
IV-1E08,WBGene00004824
IV-1E08,WBGene00018935
IV-1E09,WBGene00001728
IV-1E11,WBGene00019824
IV-1E13,WBGene00019825
IV-1E14,WBGene00018931
IV-1E15,WBGene00019825
IV-1E16,WBGene00018932
IV-1E17,WBGene00001071
IV-1E18,WBGene00018929
IV-1E18,WBGene00018933
IV-1E19,WBGene00020647
IV-1E20,WBGene00001788
IV-1E21,WBGene00003932
IV-1E22,WBGene00019067
IV-1E23,WBGene00005487
IV-1E24,WBGene00019068
IV-1F01,WBGene00019370
IV-1F02,WBGene00015412
IV-1F03,WBGene00016424
IV-1F04,WBGene00015413
IV-1F05,WBGene00016425
IV-1F06,WBGene00015414
IV-1F07,WBGene00044073
IV-1F08,WBGene00001119
IV-1F09,WBGene00000681
IV-1F10,WBGene00015416
IV-1F11,WBGene00044618
IV-1F13,WBGene00019538
IV-1F14,WBGene00001692
IV-1F14,WBGene00001702
IV-1F15,WBGene00019537
IV-1F16,WBGene00021033
IV-1F17,WBGene00019536
IV-1F18,WBGene00001699
IV-1F19,WBGene00019540
IV-1F20,WBGene00017281
IV-1F21,WBGene00044293
IV-1F23,WBGene00003947
IV-1F23,WBGene00019537
IV-1F24,WBGene00019046
IV-1G02,WBGene00019069
IV-1G03,WBGene00020648
IV-1G04,WBGene00019070
IV-1G05,WBGene00020649
IV-1G07,WBGene00020650
IV-1G08,WBGene00019072
IV-1G09,WBGene00020651
IV-1G10,WBGene00019073
IV-1G11,WBGene00019298
IV-1G12,WBGene00016649
IV-1G14,WBGene00016649
IV-1G15,WBGene00000675
IV-1G16,WBGene00016649
IV-1G17,WBGene00001099
IV-1G18,WBGene00016649
IV-1G19,WBGene00019300
IV-1G20,WBGene00021938
IV-1G21,WBGene00017574
IV-1G22,WBGene00007007
IV-1G23,WBGene00017576
IV-1G24,WBGene00016636
IV-1H01,WBGene00000683
IV-1H02,WBGene00019047
IV-1H03,WBGene00004913
IV-1H04,WBGene00019048
IV-1H05,WBGene00004913
IV-1H06,WBGene00019049
IV-1H07,WBGene00004913
IV-1H09,WBGene00021410
IV-1H11,WBGene00004913
IV-1H12,WBGene00019051
IV-1H13,WBGene00000683
IV-1H14,WBGene00015651
IV-1H15,WBGene00000553
IV-1H16,WBGene00015652
IV-1H17,WBGene00019462
IV-1H18,WBGene00015653
IV-1H19,WBGene00001186
IV-1H22,WBGene00015655
IV-1H22,WBGene00023474
IV-1H23,WBGene00018678
IV-1H24,WBGene00015656
