A0FLQ6,O75417
Q20684,Q3B8N2
Q20684,Q6DKI2
G5EFI8,Q9P212
G5EFI9,O60921
G5EFI9,Q8NHY5
G5EFJ0,O75037
G5EFJ0,Q7Z4S6
G5EGS3,O75037
G5EGS3,Q7Z4S6
G5EFJ2,Q8IX12
G5EFJ2,Q8N163
G5EFJ8,Q9NQE7
O02252,Q9NQE7
P34528,Q9NQE7
P90893,Q9NQE7
Q18198,Q9NQE7
Q19589,Q9NQE7
Q19590,Q9NQE7
Q9GRV9,Q9NQE7
G5EFK6,P26572
Q11068,P26572
G5EFL0,B4DV38
G5EFL0,Q5XG87
G5EFL5,O75112
G5EFL5,Q96HC4
G5EFL5,Q9NR12
G5EFL9,Q8IUM7
G5EFM9,Q8TDX7
G5EFM9,Q9HC98
G5EFN2,Q6R327
G5EFN7,O60243
G5EFN7,Q8IZP7
G5EFN7,Q96MM7
G5EFP7,O14745
G5EFP7,Q15599
G5EFP7,Q5T2W1
G5EFP7,Q86UT5
G5EFP8,O15228
G5EFQ1,Q13907
G5EFQ1,Q9BXS1
G5EFQ5,Q01196
G5EFQ5,Q13761
G5EFQ5,Q13950
G5EFS0,I3L094
G5EFS0,Q4ZJI4
G5EFS0,Q86UD5
Q20273,I3L094
Q20273,Q4ZJI4
Q20273,Q86UD5
Q9XU88,I3L094
Q9XU88,Q4ZJI4
Q9XU88,Q86UD5
G5EFS1,O00221
G5EFS1,P19838
G5EFS1,P20749
G5EFS1,P25963
G5EFS1,Q00653
G5EFS1,Q15653
G5EFS2,O43347
G5EFS2,Q96DH6
G5EFS4,Q96C86
G5EFT4,P09960
O44183,P09960
G5EFT5,Q00613
G5EFT5,Q03933
G5EFT5,Q9ULV5
G5EFT7,Q5VTY9
O18241,Q5VTY9
G5EFU0,O96013
G5EFU0,Q9NQU5
G5EFU0,Q9P286
G5EFU2,P05141
G5EFU2,P12235
G5EFU2,P12236
G5EFU2,Q9H0C2
G5EFW8,P05141
G5EFW8,P12235
G5EFW8,P12236
G5EFW8,Q9H0C2
O01813,P05141
O01813,P12235
O01813,P12236
O01813,Q9H0C2
O45865,P05141
O45865,P12235
O45865,P12236
O45865,Q9H0C2
G5EFV2,Q9NRH2
G5EFV5,P50613
G5EFV7,Q9H611
G5EFV8,Q8N1B4
G5EFW3,Q9NRC6
G5EFW7,Q9HBG6
G5EFX2,Q16512
G5EFX2,Q16513
G5EFX2,Q6P5Z2
G5EGE3,Q16512
G5EGE3,Q16513
G5EGE3,Q6P5Z2
G5EFX3,O75095
G5EFX6,O75093
G5EFX6,O75094
G5EFX6,O94813
G5EFX8,O75175
G5EFY1,Q9Y253
G5EFY4,Q01101
G5EFY4,Q96T92
G5EFY5,D6RAR5
G5EFY5,O43248
G5EFY5,P17482
G5EFY5,P28356
G5EFY5,P28358
G5EFY5,P31260
G5EFY5,P31269
G5EFY5,P31270
G5EFY5,P31277
G5EFY5,Q9NYD6
Q9XW88,D6RAR5
Q9XW88,O43248
Q9XW88,P17482
Q9XW88,P28356
Q9XW88,P28358
Q9XW88,P31260
Q9XW88,P31269
Q9XW88,P31270
Q9XW88,P31277
Q9XW88,Q9NYD6
G5EFY6,O94979
G5EFY6,Q9NQW1
G5EFZ9,Q2V2M9
G5EFZ9,Q9Y613
G5EG02,O60840
G5EG02,Q01668
G5EG02,Q13698
G5EG02,Q13936
Q8MQA1,O60840
Q8MQA1,Q01668
Q8MQA1,Q13698
Q8MQA1,Q13936
G5EG04,P16473
G5EG04,P22888
G5EG04,P23945
L8EC40,P16473
L8EC40,P22888
L8EC40,P23945
G5EG05,Q9UBV4
G5EG10,Q13255
G5EG11,O60427
G5EG11,O95864
G5EG11,Q9Y5Q0
Q23221,O60427
Q23221,O95864
Q23221,Q9Y5Q0
G5EG14,Q8WUQ7
G5EG17,Q96SB8
Q93250,Q96SB8
G5EG18,Q6P1N9
G5EG22,P54105
G5EG24,Q13370
G5EG24,Q14432
Q8I0P7,Q13370
Q8I0P7,Q14432
G5EG26,Q08623
G5EG38,Q13042
G5EG43,O75365
G5EG43,Q12974
G5EG43,Q93096
G5EG44,P50539
G5EG44,Q05195
G5EG44,Q14582
G5EG44,Q9BW11
G5EG47,P29084
G5EG49,P29083
G5EG53,P50552
G5EG53,Q8N8S7
G5EG53,Q9UI08
G5EG58,O95342
G5EG58,P08183
G5EG58,P21439
P34712,O95342
P34712,P08183
P34712,P21439
G5EG59,Q9NQT4
G5EG62,Q8IWX7
G5EG62,Q9H3U1
G5EG65,Q8IV36
G5EG68,O00468
G5EG78,A1KZ92
G5EG78,Q92626
Q1ENI8,A1KZ92
Q1ENI8,Q92626
G5EG80,Q12933
G5EG80,Q9BUZ4
G5EG81,O00507
G5EG81,Q93008
G5EG81,Q9UPU5
G5EG87,Q9UDY8
G5EG93,P35523
G5EG93,P51788
Q9BMK9,P35523
Q9BMK9,P51788
G5EGA1,Q70JA7
G5EGA1,Q86X52
G5EGA3,Q8NAG6
G5EGA4,P39059
G5EGA4,P39060
G5EGA7,O14807
G5EGB2,Q5T0B9
G5EGB2,Q8TF68
G5EGU6,Q5T0B9
G5EGU6,Q8TF68
G5EGB3,Q9HB90
G5EGB3,Q9NQL2
G5EGD2,P81133
G5EGD2,Q14190
G5EGD2,Q16665
G5EGD2,Q8IXF0
G5EGD2,Q99742
G5EGD2,Q99814
G5EGD2,Q9Y2N7
G5EGD6,O60733
Q20500,O60733
G5EGE2,A6NJ46
G5EGE2,P78426
G5EGE2,Q9C056
G5EGE7,P22792
G5EGE8,Q9BY12
G5EGF0,H3BRJ5
G5EGF0,Q9P2H3
G5EGF1,Q6ZMB5
G5EGF1,Q9Y519
G5EGG0,O60763
Q2EEM5,O60763
G5EGG2,O75943
G5EGH0,P08908
G5EGH0,P28221
G5EGH0,P28222
G5EGH0,P28566
G5EGH0,P30939
G5EGH2,Q9NQX3
G5EGH4,P15144
G5EGH4,Q07075
G5EGH4,Q6P179
G5EGH4,Q9NZ08
G5EGH4,Q9UIQ6
G5EGH4,Q9UKU6
G5EGH9,Q9UHB4
G5EGI1,O14686
G5EGI1,Q8NEZ4
G5EGI8,Q6NUP7
G5EGJ5,Q16849
G5EGJ5,Q92932
G5EGJ9,P23467
G5EGJ9,Q12913
G5EGJ9,Q16827
G5EGJ9,Q9HD43
G5EGK1,Q9Y490
G5EGK1,Q9Y4G6
G5EGK5,Q01973
G5EGK5,Q01974
G5EGK6,Q96T58
G5EGK8,P62714
G5EGK8,P67775
G5EGL2,Q9Y295
G5EGM1,O60882
G5EGM1,P03956
G5EGM1,P08254
G5EGM1,P09238
G5EGM1,P22894
G5EGM1,P24347
G5EGM1,P45452
G5EGM1,P50281
G5EGM1,P51512
G5EGM1,Q99542
G5EGM1,Q9H306
G5EGM1,Q9NPA2
G5EGM1,Q9ULZ9
G5EGM1,Q9Y5R2
G5EGM3,P21675
G5EGM3,Q8IZX4
G5EGP8,Q9UBR2
P92005,Q9UBR2
G5EGP9,A6NIH7
G5EGP9,Q13432
Q10658,A6NIH7
Q10658,Q13432
G5EGQ5,Q8N3X6
G5EGQ5,Q96JN0
G5EGQ6,Q6N022
G5EGQ6,Q9NT68
G5EGQ6,Q9P273
G5EGQ6,Q9UKZ4
H1ZUX0,Q6N022
H1ZUX0,Q9NT68
H1ZUX0,Q9P273
H1ZUX0,Q9UKZ4
G5EGQ9,Q05586
G5EGR4,Q9Y4B5
G5EGR8,Q96FX7
G5EGS4,Q6TDP4
G5EGS4,Q9UH77
G5EGS5,Q92538
G5EGT1,Q13093
G5EGT1,Q99487
Q22943,Q13093
Q22943,Q99487
G5EGT4,P51790
G5EGT4,P51793
G5EGT4,P51795
G5EGT6,Q6ZWL3
I2HAA8,Q6ZWL3
Q9N574,Q6ZWL3
G5EGT7,O60841
G5EGT9,P34925
G5EGU1,O95837
G5EGU1,P29992
G5EGU1,P50148
Q8T3G5,O95837
Q8T3G5,P29992
Q8T3G5,P50148
G5EGU4,O75487
G5EGU4,P35052
G5EGU4,P51654
G5EGU4,P78333
G5EGU4,Q8N158
G5EGU4,Q9Y625
G8JXY2,P42898
Q17693,P42898
G8JXY6,O00233
Q10920,O00233
G8JY06,Q9NQR1
Q22795,Q9NQR1
G8JY07,P07237
Q17770,P07237
G8JY08,Q9H5J4
G8JY08,Q9HB03
P49191,Q9H5J4
P49191,Q9HB03
Q9NAC6,Q9H5J4
Q9NAC6,Q9HB03
G8JY09,P31153
G8JY09,Q00266
O17680,P31153
O17680,Q00266
P50305,P31153
P50305,Q00266
P50306,P31153
P50306,Q00266
Q27522,P31153
Q27522,Q00266
G8JY24,P22061
Q27873,P22061
G8JY36,P05771
G8JY36,P17252
P90980,P05771
P90980,P17252
G8JY39,Q6NUI2
G8JY39,Q9HCL2
Q22949,Q6NUI2
Q22949,Q9HCL2
G8JY43,P40227
G8JY43,Q92526
P46550,P40227
P46550,Q92526
G8JY66,O00755
G8JY66,P56705
G8JY66,P56706
G8JY66,Q93097
P34888,O00755
P34888,P56705
P34888,P56706
P34888,Q93097
G8JY74,P68104
G8JY74,Q05639
P53013,P68104
P53013,Q05639
G8JY85,P17405
Q23498,P17405
Q9UAY4,P17405
G8JYA5,P09958
G8JYA5,P29120
G8JYA5,P29122
G8JYA5,Q6UW60
G8JYA5,Q92824
P51559,P09958
P51559,P29120
P51559,P29122
P51559,Q6UW60
P51559,Q92824
G8JYB0,P35611
G8JYB0,P35612
G8JYB0,Q9UEY8
Q9U9K0,P35611
Q9U9K0,P35612
Q9U9K0,Q9UEY8
G8JYC4,F5GW92
G8JYC4,Q8IX06
G8JYC4,Q8N1G1
Q10124,F5GW92
Q10124,Q8IX06
Q10124,Q8N1G1
Q9U220,F5GW92
Q9U220,Q8IX06
Q9U220,Q8N1G1
G8JYF6,O60658
G8JYF6,O95263
Q9N2V9,O60658
Q9N2V9,O95263
G8JYG1,Q9NPJ8
G8JYG1,Q9UKK6
Q9U757,Q9NPJ8
Q9U757,Q9UKK6
G8XYY4,Q9UID3
O01839,Q9UID3
H1UBJ9,O95985
H1UBK0,Q9Y5W8
Q9U2U6,Q9Y5W8
H1UBK1,P50579
H1UBK3,Q9Y2M2
H1UBL1,Q9BPX6
Q95PZ2,Q9BPX6
H1ZUV8,Q5T5U3
H1ZUV8,Q9P227
P34288,Q5T5U3
P34288,Q9P227
H1ZUW3,Q96HY6
P34623,Q96HY6
H1ZUW4,O95476
Q20432,O95476
H2FLF9,P37088
H2FLF9,P51168
H2FLF9,P51170
H2FLF9,P51172
O01635,P37088
O01635,P51168
O01635,P51170
O01635,P51172
P24585,P37088
P24585,P51168
P24585,P51170
P24585,P51172
P24612,P37088
P24612,P51168
P24612,P51170
P24612,P51172
P34886,P37088
P34886,P51168
P34886,P51170
P34886,P51172
P91835,P37088
P91835,P51168
P91835,P51170
P91835,P51172
Q09274,P37088
Q09274,P51168
Q09274,P51170
Q09274,P51172
Q19038,P37088
Q19038,P51168
Q19038,P51170
Q19038,P51172
Q21974,P37088
Q21974,P51168
Q21974,P51170
Q21974,P51172
Q22851,P37088
Q22851,P51168
Q22851,P51170
Q22851,P51172
H2FLH2,Q8WZ42
Q23551,Q8WZ42
H2FLJ1,Q9UJZ1
H2FLJ4,M0QXC1
H2FLJ6,H0YHH2
H2FLJ6,H0YIG9
H2FLJ6,Q12830
Q6BER5,H0YHH2
Q6BER5,H0YIG9
Q6BER5,Q12830
H2FLL1,Q96Q06
H2FLM3,Q8IZQ1
H2KML1,Q6PJF5
H2KML1,Q96CC6
Q9U2S3,Q6PJF5
Q9U2S3,Q96CC6
H2KY79,Q8NHP6
Q10956,Q8NHP6
H2KY80,Q8NFG4
J7S130,Q8NFG4
H2KY84,O94983
H2KY84,Q9Y6Y1
Q629J3,O94983
Q629J3,Q9Y6Y1
H2KY86,Q8TDG4
H2KY90,Q8TAA9
H2KY90,Q9ULK5
H2KY91,Q96NX9
H2KY91,Q9UI36
H2KY93,Q8NCG7
H2KY93,Q9Y4D2
H2KY99,Q9BWQ6
H2KY99,Q9Y548
H2KYA0,O95218
H2KYA1,O43900
H2KYA1,Q7Z3G6
H2KYA1,Q96MT3
H2KYA5,O60285
H2KYA5,Q9H093
H2KYB6,Q86TV6
H2KYB6,Q9ULT0
H2KYB8,Q8NDT2
H2KYB8,Q96T37
Q8MXG5,Q8NDT2
Q8MXG5,Q96T37
H2KYC4,C9J069
H2KYD0,Q567U6
H2KYD7,O00264
H2KYD7,O15173
H2KYE0,P69849
H2KYE0,Q15155
H2KYE0,Q5JPE7
H2KYE9,Q8IUH4
H2KYE9,Q8IUH5
Q7Z127,Q8IUH4
Q7Z127,Q8IUH5
H2KYF1,H7C0C1
H2KYF1,Q9NYP3
H2KYF2,Q6NT16
H2KYH3,Q06587
H2KYH3,Q99496
H2KYI5,P00813
H2KYI7,O15068
H2KYI7,P10911
H2KYI7,Q86YR7
H2KYI9,P52429
H2KYJ5,Q9NZJ7
H2KYJ5,Q9Y6C9
H2KYL6,Q2TAC6
Q9NDT1,Q2TAC6
H2KYM6,Q49AJ0
H2KYM6,Q9P2D6
H2KYN0,Q9NRW7
H2KYN6,Q5MIZ7
H2KYN6,Q6IN85
H2KYP0,A6NKD9
H2KYP0,Q96PX6
H2KYP2,P32418
H2KYP2,P57103
H2KYP2,Q9UPR5
H2KYQ5,O15488
H2KYQ5,P46976
O45819,O15488
O45819,P46976
H2KYT5,Q86XI6
H2KYT5,Q9UQK1
H2KYU6,Q8TAT6
Q95QZ9,Q8TAT6
H2KYW1,Q9ULJ8
H2KYY1,P32519
H2KYY1,Q15723
H2KYY1,Q99607
Q400M2,P32519
Q400M2,Q15723
Q400M2,Q99607
H2KYY2,H0YE48
H2KYZ5,Q5QJ74
H2KZ00,Q5VWP2
H2KZ00,Q8NEK8
H2KZ00,Q96A09
H2KZ00,Q96IP4
H2KZ12,P81274
H2KZ12,Q86YR5
H2KZ19,Q01433
H2KZ27,Q14CX5
H2KZU5,Q14CX5
H2KZ29,Q96PV6
Q8I7L2,Q96PV6
H2KZ40,Q9BZH6
H2KZ52,Q5VUE5
H2KZ54,H3BQ06
H2KZ54,Q9ULP9
H2KZ70,Q96ER9
H2KZ86,Q8TB40
H2KZ86,Q8WTS1
P91143,Q8TB40
P91143,Q8WTS1
H2KZA2,Q9H4I3
H2KZB0,P49137
H2KZB0,Q16644
H2KZB2,Q86XL3
H2KZC1,Q8N957
H2KZC2,Q9H2X9
H2KZC2,Q9UHW9
H2KZC2,Q9UP95
H2KZC2,Q9Y666
H2KZC9,Q16760
H2KZC9,Q86XP1
H2KZD1,O14494
H2KZD1,O14495
H2KZD1,O43688
H2KZF0,Q0P6D2
H2KZF3,Q15546
H2KZF3,Q8IY49
H2KZF6,P15848
H2KZF6,Q5FYB0
H2KZF6,Q5FYB1
H2KZF8,Q08629
H2KZF8,Q92563
H2KZF8,Q9BQ16
H2KZG4,Q6ZS86
H2KZG6,P45954
O44549,P45954
H2KZG7,O94967
Q95X65,O94967
H2KZI9,O95405
H2KZI9,Q7Z3T8
H2KZJ3,Q14094
H2KZJ5,O76003
Q6EZG4,O76003
H2KZJ7,O60831
H2KZJ7,O75915
H2KZJ9,O00182
H2KZJ9,O00214
H2KZJ9,P56470
H2KZJ9,Q3B8N2
H2KZJ9,Q6DKI2
Q5ZR27,O00182
Q5ZR27,O00214
Q5ZR27,P56470
Q5ZR27,Q3B8N2
Q5ZR27,Q6DKI2
H2KZK4,Q9BSY9
H2KZK6,Q96I76
H2KZK7,Q6V1X1
H2KZK7,Q86TI2
H2KZK9,Q9HC07
H2KZL6,Q9Y2Z4
H2KZL7,P32119
H2KZL7,Q06830
H2KZM9,Q8NHH1
H2KZP1,Q92845
H2KZQ6,Q14721
H2KZQ6,Q8TDN2
H2KZQ6,Q92953
H2KZQ6,Q96KK3
H2KZQ6,Q9BQ31
H2KZQ6,Q9H3M0
H2KZQ6,Q9UIX4
H2KZQ6,Q9ULS6
J3K003,Q14721
J3K003,Q8TDN2
J3K003,Q92953
J3K003,Q96KK3
J3K003,Q9BQ31
J3K003,Q9H3M0
J3K003,Q9UIX4
J3K003,Q9ULS6
Q6EUU0,Q14721
Q6EUU0,Q8TDN2
Q6EUU0,Q92953
Q6EUU0,Q96KK3
Q6EUU0,Q9BQ31
Q6EUU0,Q9H3M0
Q6EUU0,Q9UIX4
Q6EUU0,Q9ULS6
Q7JPF0,Q14721
Q7JPF0,Q8TDN2
Q7JPF0,Q92953
Q7JPF0,Q96KK3
Q7JPF0,Q9BQ31
Q7JPF0,Q9H3M0
Q7JPF0,Q9UIX4
Q7JPF0,Q9ULS6
Q95XV8,Q14721
Q95XV8,Q8TDN2
Q95XV8,Q92953
Q95XV8,Q96KK3
Q95XV8,Q9BQ31
Q95XV8,Q9H3M0
Q95XV8,Q9UIX4
Q95XV8,Q9ULS6
H2KZS0,P05089
H2KZS0,P78540
H2KZV4,Q8WWN8
H2KZV4,Q8WZ64
H2KZV4,Q96P48
H2KZV6,A1A4S6
H2KZV6,A6NI28
H2KZV6,O60890
H2KZV6,Q9UNA1
H2KZV8,P21291
H2KZV8,P50461
H2KZV8,P52943
H2KZV8,Q16527
H2KZV9,Q9H329
H2KZV9,Q9HCM4
H2KZW7,Q96MH6
H2KZX7,Q13905
H2KZY5,O00391
H2KZY5,Q6ZRP7
P91442,O00391
P91442,Q6ZRP7
H2KZZ2,O14948
H2KZZ2,O75030
H2KZZ2,P19484
H2KZZ2,P19532
Q5TYL0,O14948
Q5TYL0,O75030
Q5TYL0,P19484
Q5TYL0,P19532
H2KZZ6,Q5R372
H2KZZ6,Q9Y3P9
H2L003,A0PJX2
H2L003,Q8N573
H2L003,Q8NI08
H2L011,Q9UBT7
H2L028,Q9UNQ0
O16574,Q9UNQ0
P90746,Q9UNQ0
Q11180,Q9UNQ0
Q19585,Q9UNQ0
Q22802,Q9UNQ0
Q9U2D0,Q9UNQ0
H2L028,P45844
H2L028,Q9H172
O16574,P45844
O16574,Q9H172
P90746,P45844
P90746,Q9H172
Q11180,P45844
Q11180,Q9H172
Q19585,P45844
Q19585,Q9H172
Q22802,P45844
Q22802,Q9H172
Q9U2D0,P45844
Q9U2D0,Q9H172
H2L039,P19634
H2L039,P48764
H2L039,Q14940
H2L039,Q9UBY0
O16452,P19634
O16452,P48764
O16452,Q14940
O16452,Q9UBY0
P35449,P19634
P35449,P48764
P35449,Q14940
P35449,Q9UBY0
Q09432,P19634
Q09432,P48764
Q09432,Q14940
Q09432,Q9UBY0
H2L045,Q63HR2
H2L045,Q68CZ2
H2L045,Q9HBL0
H2L055,P47736
H2L055,Q684P5
H2L056,Q9UNN5
H2L058,O43692
H2L058,P48060
H2L058,Q6UWM5
H2L058,Q6UXB8
H2L058,Q9H0B8
H2L058,Q9H336
H2L058,Q9H3Y0
Q09566,O43692
Q09566,P48060
Q09566,Q6UWM5
Q09566,Q6UXB8
Q09566,Q9H0B8
Q09566,Q9H336
Q09566,Q9H3Y0
H2L067,A1L020
H2L080,Q8IWB9
H2L099,B4E0Y9
H2L099,O00506
H2L099,Q9Y6E0
H2L0B9,P11166
H2L0B9,P11168
H2L0B9,P11169
H2L0B9,P14672
H2L0B9,Q8TDB8
O44616,P11166
O44616,P11168
O44616,P11169
O44616,P14672
O44616,Q8TDB8
O44827,P11166
O44827,P11168
O44827,P11169
O44827,P14672
O44827,Q8TDB8
H2L0C0,Q8N766
H2L0C5,O43379
H2L0D4,O94898
H2L0D4,Q6UXM1
H2L0D4,Q96JA1
Q965M2,O94898
Q965M2,Q6UXM1
Q965M2,Q96JA1
H2L0G5,Q13635
H2L0G5,Q9Y6C5
Q09540,Q13635
Q09540,Q9Y6C5
Q09614,Q13635
Q09614,Q9Y6C5
H2L0G7,Q96JA3
H2L0G7,Q9NZD2
H2L0H3,Q3MIR4
H2L0H3,Q9NV96
Q2L6W0,Q3MIR4
Q2L6W0,Q9NV96
H2L0H5,Q7Z5K2
H2L0I2,Q5TZA2
H2L0I6,Q93100
H2L0J1,P35523
H2L0J1,P51788
Q9BMK9,P35523
Q9BMK9,P51788
H2L0J6,Q3KR37
H2L0J6,Q8IYS0
H2L0J6,Q96CP6
H2L0J8,Q149N8
H2L0K8,A6NNS2
H2L0K8,Q6IAN0
O61799,A6NNS2
O61799,Q6IAN0
Q65ZI3,A6NNS2
Q65ZI3,Q6IAN0
H2L0M0,O00763
H2L0M0,Q13085
Q9XUC3,O00763
Q9XUC3,Q13085
H2L0M3,P35711
H2L0M3,P35712
H2L0M3,Q9UN79
Q23045,P35711
Q23045,P35712
Q23045,Q9UN79
H2L0P5,Q6ZR37
H2L0Q3,Q9UBS5
H2L0Q6,P11233
H2L0Q6,P11234
H2L282,Q96J92
H2L282,Q9BYP7
H2L282,Q9H4A3
H2L282,Q9Y3S1
H2L2A7,J3QT00
H2L2A7,Q9P2N4
Q19791,J3QT00
Q19791,Q9P2N4
H2L2A8,Q9NWZ5
H2L2D0,P49756
H2L2F7,A6NIX2
H2L2F7,Q15654
H2L2F7,Q15942
H2L2F7,Q93052
H2L2F7,Q9UGP4
H2L2I2,P14923
H2L2I2,P35222
O44326,P14923
O44326,P35222
H2L2K7,P27448
H2L2K7,Q7KZI7
H2L2K7,Q96L34
H2L2K7,Q9P0L2
Q9TW45,P27448
Q9TW45,Q7KZI7
Q9TW45,Q96L34
Q9TW45,Q9P0L2
H2L2L3,Q9HCE9
Q8I4C3,Q9HCE9
H7BRC9,Q12791
Q95V25,Q12791
H8ESF1,C9J4G0
H8ESF1,H0YIS7
H8ESF3,Q8TAQ2
H8ESF3,Q92922
H8ESG1,Q9H3S7
H8W3X6,Q06190
H8W3X6,Q9Y5P8
H8W3Y2,Q12923
H8W3Y2,Q68DX3
Q9N531,Q12923
Q9N531,Q68DX3
H9G2P8,Q13183
H9G2P8,Q86YT5
H9G2P8,Q8WWT9
H9G2P8,Q9BZW2
H9G2P8,Q9UKG4
P32739,Q13183
P32739,Q86YT5
P32739,Q8WWT9
P32739,Q9BZW2
P32739,Q9UKG4
P46556,Q13183
P46556,Q86YT5
P46556,Q8WWT9
P46556,Q9BZW2
P46556,Q9UKG4
H9G2Q2,Q86X10
H9G2R4,Q5JUK3
H9G2R4,Q6UVM3
H9G2T4,O75874
H9G2V2,Q86UW7
H9G2V2,Q9ULU8
Q23658,Q86UW7
Q23658,Q9ULU8
H9G2V4,P48730
H9G2V4,P49674
Q20471,P48730
Q20471,P49674
H9G2V8,O43781
H9G2V8,Q92630
Q9XTF3,O43781
Q9XTF3,Q92630
H9G2W8,O75364
H9G2W8,P78337
H9G2W8,Q99697
P52906,O75364
P52906,P78337
P52906,Q99697
H9G2X9,O60565
H9G2X9,Q9H772
H9G2Y7,P24723
H9G2Y7,Q02156
P34885,P24723
P34885,Q02156
H9G325,O94806
H9G325,Q15139
H9G325,Q9BZL6
O45818,O94806
O45818,Q15139
O45818,Q9BZL6
H9G350,P98160
Q06561,P98160
H9G360,P24534
H9G360,P29692
P34460,P24534
P34460,P29692
Q9U2H9,P24534
Q9U2H9,P29692
I2HA82,O15120
I2HA82,Q99943
Q22267,O15120
Q22267,Q99943
I2HA91,Q8WUK0
I2HA98,P00439
P90925,P00439
I2HAA0,O43147
I2HAA0,Q2NKQ1
I2HAA6,P21817
I2HAA6,Q15413
I2HAA6,Q92736
I2HAC0,Q9Y3C7
P91869,Q9Y3C7
I2HAD4,Q8NFF5
Q22017,Q8NFF5
I2HAD9,Q15126
I2HAF8,P62753
Q9NEN6,P62753
I2HAJ6,Q9P2S2
I2HAJ6,Q9ULB1
I2HAJ6,Q9Y4C0
I2HAL2,P51636
I2HAL2,P56539
I2HAL2,Q03135
Q94051,P51636
Q94051,P56539
Q94051,Q03135
I6Z0I7,Q8N2S1
I7KSB9,Q99581
I7LFE4,O43934
Q17824,O43934
Q19932,O43934
Q21545,O43934
Q9XV34,O43934
J7RNK9,Q9P2R6
Q09228,Q9P2R6
J7S122,Q8TDJ6
J7S122,Q9Y485
J7SA48,Q14697
J7SA48,Q8TET4
Q20239,Q14697
Q20239,Q8TET4
J7SA49,O14497
J7SA49,Q8NFD5
J7SA65,P04908
J7SA65,P0C0S8
J7SA65,P16104
J7SA65,P20671
J7SA65,Q16777
J7SA65,Q6FI13
J7SA65,Q7L7L0
J7SA65,Q8IUE6
J7SA65,Q93077
J7SA65,Q96KK5
J7SA65,Q96QV6
J7SA65,Q99878
J7SA65,Q9BTM1
P09588,P04908
P09588,P0C0S8
P09588,P16104
P09588,P20671
P09588,Q16777
P09588,Q6FI13
P09588,Q7L7L0
P09588,Q8IUE6
P09588,Q93077
P09588,Q96KK5
P09588,Q96QV6
P09588,Q99878
P09588,Q9BTM1
Q27485,P04908
Q27485,P0C0S8
Q27485,P16104
Q27485,P20671
Q27485,Q16777
Q27485,Q6FI13
Q27485,Q7L7L0
Q27485,Q8IUE6
Q27485,Q93077
Q27485,Q96KK5
Q27485,Q96QV6
Q27485,Q99878
Q27485,Q9BTM1
J7SEZ5,O76090
J7SEZ5,Q8N1M1
J7SEZ5,Q8NFU0
J7SEZ5,Q8NFU1
O17205,O76090
O17205,Q8N1M1
O17205,Q8NFU0
O17205,Q8NFU1
O17206,O76090
O17206,Q8N1M1
O17206,Q8NFU0
O17206,Q8NFU1
P34672,O76090
P34672,Q8N1M1
P34672,Q8NFU0
P34672,Q8NFU1
Q21973,O76090
Q21973,Q8N1M1
Q21973,Q8NFU0
Q21973,Q8NFU1
Q23369,O76090
Q23369,Q8N1M1
Q23369,Q8NFU0
Q23369,Q8NFU1
J7SF87,H3BNX3
J7SF87,Q9Y6N5
O62133,H3BNX3
O62133,Q9Y6N5
K7ZUH9,P68431
K7ZUH9,Q71DI3
P08898,P68431
P08898,Q71DI3
K8ERU3,F8VUA0
K8ERU3,Q7Z745
K8ERU3,Q8NDA8
K8ERU5,Q53FT3
K8ES01,Q12887
K8ES47,P55822
K8ESC5,Q8WYN0
K8ESC5,Q9Y4P1
K8ESD7,P11309
K8ESD7,Q86V86
K8ESD7,Q9P1W9
Q20443,P11309
Q20443,Q86V86
Q20443,Q9P1W9
K8ESE1,O75821
Q19706,O75821
K8ESG0,Q5SQS7
K8ESG0,Q9H788
K8ESK4,O75122
K8ESK4,Q7Z460
P32744,O75122
P32744,Q7Z460
Q03609,O75122
Q03609,Q7Z460
Q95YF0,O75122
Q95YF0,Q7Z460
K8ESK9,B3KSY4
K8ESK9,P57737
K8ESM7,Q6ZWE6
K8ESM7,Q9Y4G2
K8ESP0,P50851
K8ESP0,Q8NFP9
K8F7X5,Q92759
K8F807,Q9Y2I1
K8FDX2,P06753
K8FDX2,P07951
K8FDX2,P09493
K8FDX2,P67936
Q22866,P06753
Q22866,P07951
Q22866,P09493
Q22866,P67936
K8FE02,O00425
K8FE02,Q9NZI8
K8FE02,Q9Y6M1
K8FE04,Q5VWQ8
K8FE04,Q96PV0
K8FE04,Q9UJF2
Q8MLZ5,Q5VWQ8
Q8MLZ5,Q96PV0
Q8MLZ5,Q9UJF2
K8FE05,Q9BQW3
K8FE05,Q9H4W6
K8FE05,Q9HAK2
K8FE05,Q9UH73
L8E6H9,P10586
L8E6H9,P23468
L8E6H9,Q13332
Q9BMN8,P10586
Q9BMN8,P23468
Q9BMN8,Q13332
L8E6I4,P83876
L8E6P0,Q8NHS3
O16697,Q8NHS3
O16698,Q8NHS3
O62511,Q8NHS3
Q19845,Q8NHS3
Q23104,Q8NHS3
Q23173,Q8NHS3
Q9N3G2,Q8NHS3
L8E6Y3,Q9C0B0
L8E6Y3,Q9H9P5
L8E822,Q06609
Q95Q25,Q06609
L8E917,O75436
L8E917,Q4G0F5
O01258,O75436
O01258,Q4G0F5
L8EC33,Q86W56
Q867X0,Q86W56
Q9N5L4,Q86W56
O01159,Q8WXA9
