CE_WB_CURRENT,HS_ENSG,Databases,Score,COMMON_NAME,LOCUS_ID,AHRINGER_LOC,INTERPRO_DOM,SMART,GO,HGNC
WBGene00000092,ENSG00000160360,COMPARA|COMPARA88|COMPARA89|INPARANOID|OMA|ORTHOINSPECTOR|ORTHOMCL,7,ags-3,F32A6.4,X-3C05,"INTERPRO:IPR003109 ""GoLoco motif""|INTERPRO:IPR011990 ""Tetratricopeptide-like helical domain""|INTERPRO:IPR019734 ""Tetratricopeptide repeat""",SM00028|SM00390,cell differentiation|cytoplasm|cytosol|endoplasmic reticulum|endoplasmic reticulum membrane|GDP-dissociation inhibitor activity|Golgi apparatus|Golgi membrane|GTPase regulator activity|membrane|multicellular organism development|nervous system development|nucleoplasm|plasma membrane|regulation of catalytic activity|regulation of G-protein coupled receptor protein signaling pathway,GPSM1
WBGene00000092,ENSG00000160360,COMPARA|COMPARA88|COMPARA89|INPARANOID|OMA|ORTHOINSPECTOR|ORTHOMCL,7,ags-3,F32A6.4,X-3C05,"INTERPRO:IPR003109 ""GoLoco motif""|INTERPRO:IPR011990 ""Tetratricopeptide-like helical domain""",SM00028|SM00390,cell differentiation|cytoplasm|cytosol|endoplasmic reticulum|endoplasmic reticulum membrane|GDP-dissociation inhibitor activity|Golgi apparatus|Golgi membrane|GTPase regulator activity|membrane|multicellular organism development|nervous system development|nucleoplasm|plasma membrane|regulation of catalytic activity|regulation of G-protein coupled receptor protein signaling pathway,GPSM1
WBGene00000092,ENSG00000160360,COMPARA|COMPARA88|COMPARA89|INPARANOID|OMA|ORTHOINSPECTOR|ORTHOMCL,7,ags-3,F32A6.4,X-3C05,"INTERPRO:IPR003109 ""GoLoco motif""",SM00028|SM00390,cell differentiation|cytoplasm|cytosol|endoplasmic reticulum|endoplasmic reticulum membrane|GDP-dissociation inhibitor activity|Golgi apparatus|Golgi membrane|GTPase regulator activity|membrane|multicellular organism development|nervous system development|nucleoplasm|plasma membrane|regulation of catalytic activity|regulation of G-protein coupled receptor protein signaling pathway,GPSM1
WBGene00000092,ENSG00000160360,COMPARA|COMPARA88|COMPARA89|INPARANOID|OMA|ORTHOINSPECTOR|ORTHOMCL,7,ags-3,F32A6.4,X-3C05,"INTERPRO:IPR003109 ""GoLoco motif""",SM00028|SM00390,cell differentiation|cytoplasm|cytosol|endoplasmic reticulum|endoplasmic reticulum membrane|GDP-dissociation inhibitor activity|Golgi apparatus|Golgi membrane|GTPase regulator activity|membrane|multicellular organism development|nervous system development|nucleoplasm|plasma membrane|regulation of catalytic activity|regulation of G-protein coupled receptor protein signaling pathway,GPSM1
WBGene00000093,ENSG00000170430,ORTHOMCL,1,agt-1,Y62E10A.5,IV-7G23,"INTERPRO:IPR011991 ""Winged helix-turn-helix DNA-binding domain""|INTERPRO:IPR014048 ""Methylated-DNA-[protein]-cysteine S-methyltransferase, DNA binding""",,calcium ion binding|catalytic activity|cellular response to DNA damage stimulus|cellular response to ionizing radiation|cellular response to organic cyclic compound|cellular response to oxidative stress|DNA binding|DNA dealkylation involved in DNA repair|DNA ligation|DNA methylation|DNA repair|DNA-methyltransferase activity|mammary gland epithelial cell differentiation|membrane|metal ion binding|methylated-DNA-[protein]-cysteine S-methyltransferase activity|methylation|methyltransferase activity|negative regulation of apoptotic process|negative regulation of cell death|nucleoplasm|nucleus|positive regulation of DNA repair|positive regulation of double-strand break repair|regulation of cysteine-type endopeptidase activity involved in apoptotic process|response to drug|response to ethanol|response to folic acid|response to organic cyclic compound|response to toxic substance|transferase activity,MGMT
WBGene00000093,ENSG00000170430,ORTHOMCL,1,agt-1,Y62E10A.5,IV-7G23,"INTERPRO:IPR011991 ""Winged helix-turn-helix DNA-binding domain""|INTERPRO:IPR014048 ""Methylated-DNA-[protein]-cysteine S-methyltransferase, DNA binding""",,calcium ion binding|catalytic activity|cellular response to DNA damage stimulus|cellular response to ionizing radiation|cellular response to organic cyclic compound|cellular response to oxidative stress|DNA binding|DNA dealkylation involved in DNA repair|DNA ligation|DNA methylation|DNA repair|DNA-methyltransferase activity|mammary gland epithelial cell differentiation|membrane|metal ion binding|methylated-DNA-[protein]-cysteine S-methyltransferase activity|methylation|methyltransferase activity|negative regulation of apoptotic process|negative regulation of cell death|nucleoplasm|nucleus|positive regulation of DNA repair|positive regulation of double-strand break repair|regulation of cysteine-type endopeptidase activity involved in apoptotic process|response to drug|response to ethanol|response to folic acid|response to organic cyclic compound|response to toxic substance|transferase activity,MGMT
WBGene00000095,ENSG00000143437,COMPARA|COMPARA88|COMPARA89|INPARANOID|ORTHOINSPECTOR|ORTHOMCL,6,aha-1,C25A1.11,I-5I09,"INTERPRO:IPR000014 ""PAS domain""|INTERPRO:IPR001067 ""Nuclear translocator""|INTERPRO:IPR011598 ""Myc-type, basic helix-loop-helix (bHLH) domain""|INTERPRO:IPR013767 ""PAS fold""",SM00086|SM00091|SM00353,"aryl hydrocarbon receptor activity|aryl hydrocarbon receptor binding|cell differentiation|cytoplasm|DNA binding|embryonic placenta development|enhancer binding|intracellular receptor signaling pathway|mRNA transcription from RNA polymerase II promoter|nuclear body|nucleoplasm|nucleus|positive regulation of endothelial cell proliferation|positive regulation of erythrocyte differentiation|positive regulation of glycolytic process|positive regulation of hormone biosynthetic process|positive regulation of protein sumoylation|positive regulation of transcription from RNA polymerase II promoter|positive regulation of transcription, DNA-templated|positive regulation of vascular endothelial growth factor production|positive regulation of vascular endothelial growth factor receptor signaling pathway|protein binding|protein dimerization activity|protein heterodimerization activity|regulation of transcription from RNA polymerase II promoter in response to hypoxia|regulation of transcription from RNA polymerase II promoter in response to oxidative stress|regulation of transcription, DNA-templated|response to hypoxia|RNA polymerase II transcription factor complex|sequence-specific DNA binding|transcription coactivator activity|transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding|transcription factor activity, sequence-specific DNA binding|transcription factor activity, transcription factor binding|transcription factor binding|transcription factor complex|transcription, DNA-templated|xenobiotic metabolic process",ARNT
WBGene00000095,ENSG00000143437,COMPARA|COMPARA88|COMPARA89|INPARANOID|ORTHOINSPECTOR|ORTHOMCL,6,aha-1,C25A1.11,I-5I09,"INTERPRO:IPR000014 ""PAS domain""|INTERPRO:IPR001067 ""Nuclear translocator""|INTERPRO:IPR011598 ""Myc-type, basic helix-loop-helix (bHLH) domain""|INTERPRO:IPR013767 ""PAS fold""",SM00086|SM00091|SM00353,"aryl hydrocarbon receptor activity|aryl hydrocarbon receptor binding|cell differentiation|cytoplasm|DNA binding|embryonic placenta development|enhancer binding|intracellular receptor signaling pathway|mRNA transcription from RNA polymerase II promoter|nuclear body|nucleoplasm|nucleus|positive regulation of endothelial cell proliferation|positive regulation of erythrocyte differentiation|positive regulation of glycolytic process|positive regulation of hormone biosynthetic process|positive regulation of protein sumoylation|positive regulation of transcription from RNA polymerase II promoter|positive regulation of transcription, DNA-templated|positive regulation of vascular endothelial growth factor production|positive regulation of vascular endothelial growth factor receptor signaling pathway|protein binding|protein dimerization activity|protein heterodimerization activity|regulation of transcription from RNA polymerase II promoter in response to hypoxia|regulation of transcription from RNA polymerase II promoter in response to oxidative stress|regulation of transcription, DNA-templated|response to hypoxia|RNA polymerase II transcription factor complex|sequence-specific DNA binding|transcription coactivator activity|transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding|transcription factor activity, sequence-specific DNA binding|transcription factor activity, transcription factor binding|transcription factor binding|transcription factor complex|transcription, DNA-templated|xenobiotic metabolic process",ARNT
WBGene00000095,ENSG00000172379,COMPARA|COMPARA88|COMPARA89|INPARANOID|ORTHOINSPECTOR|ORTHOMCL,6,aha-1,C25A1.11,I-5I09,"INTERPRO:IPR000014 ""PAS domain""|INTERPRO:IPR001067 ""Nuclear translocator""|INTERPRO:IPR011598 ""Myc-type, basic helix-loop-helix (bHLH) domain""|INTERPRO:IPR013767 ""PAS fold""",SM00086|SM00091|SM00353,"aryl hydrocarbon receptor binding|brain development|central nervous system development|cytoplasm|DNA binding|in utero embryonic development|negative regulation of apoptotic process|nucleoplasm|nucleus|positive regulation of cell proliferation|positive regulation of transcription from RNA polymerase II promoter|positive regulation of transcription, DNA-templated|protein binding|protein dimerization activity|protein heterodimerization activity|regulation of transcription, DNA-templated|response to estradiol|response to hypoxia|RNA polymerase II core promoter proximal region sequence-specific DNA binding|RNA polymerase II transcription factor activity, sequence-specific DNA binding|transcription factor activity, sequence-specific DNA binding|transcription factor complex|transcription from RNA polymerase II promoter|transcription, DNA-templated|transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding|xenobiotic metabolic process",ARNT2
WBGene00000095,ENSG00000172379,COMPARA|COMPARA88|COMPARA89|INPARANOID|ORTHOINSPECTOR|ORTHOMCL,6,aha-1,C25A1.11,I-5I09,"INTERPRO:IPR000014 ""PAS domain""|INTERPRO:IPR001067 ""Nuclear translocator""|INTERPRO:IPR011598 ""Myc-type, basic helix-loop-helix (bHLH) domain""|INTERPRO:IPR013767 ""PAS fold""",SM00086|SM00091|SM00353,"aryl hydrocarbon receptor binding|brain development|central nervous system development|cytoplasm|DNA binding|in utero embryonic development|negative regulation of apoptotic process|nucleoplasm|nucleus|positive regulation of cell proliferation|positive regulation of transcription from RNA polymerase II promoter|positive regulation of transcription, DNA-templated|protein binding|protein dimerization activity|protein heterodimerization activity|regulation of transcription, DNA-templated|response to estradiol|response to hypoxia|RNA polymerase II core promoter proximal region sequence-specific DNA binding|RNA polymerase II transcription factor activity, sequence-specific DNA binding|transcription factor activity, sequence-specific DNA binding|transcription factor complex|transcription from RNA polymerase II promoter|transcription, DNA-templated|transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding|xenobiotic metabolic process",ARNT2
WBGene00000096,ENSG00000106546,COMPARA|COMPARA88|COMPARA89|INPARANOID|ORTHOINSPECTOR|ORTHOMCL,6,ahr-1,C41G7.5,I-4P19,"INTERPRO:IPR000014 ""PAS domain""|INTERPRO:IPR013655 ""PAS fold-3""|INTERPRO:IPR013767 ""PAS fold""",SM00086|SM00091|SM00353,"apoptotic process|aryl hydrocarbon receptor activity|aryl hydrocarbon receptor complex|blood vessel development|cell cycle|circadian regulation of gene expression|cytoplasm|cytosol|cytosolic aryl hydrocarbon receptor complex|DNA binding|E-box binding|enhancer binding|Hsp90 protein binding|intracellular receptor signaling pathway|negative regulation of transcription, DNA-templated|nuclear aryl hydrocarbon receptor complex|nucleoplasm|nucleus|positive regulation of transcription from RNA polymerase II promoter|positive regulation of transcription, DNA-templated|protein binding|protein complex|protein dimerization activity|protein heterodimerization activity|regulation of B cell proliferation|regulation of gene expression|regulation of transcription from RNA polymerase II promoter|regulation of transcription, DNA-templated|response to toxic substance|response to xenobiotic stimulus|rhythmic process|RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding|TBP-class protein binding|TFIID-class transcription factor binding|transcription coactivator binding|transcription factor activity, sequence-specific DNA binding|transcription factor binding|transcription factor complex|transcription from RNA polymerase II promoter|transcription regulatory region DNA binding|transcription, DNA-templated|xenobiotic metabolic process",AHR
WBGene00000096,ENSG00000106546,COMPARA|COMPARA88|COMPARA89|INPARANOID|ORTHOINSPECTOR|ORTHOMCL,6,ahr-1,C41G7.5,I-4P19,"INTERPRO:IPR000014 ""PAS domain""|INTERPRO:IPR013655 ""PAS fold-3""|INTERPRO:IPR013767 ""PAS fold""",SM00086|SM00091|SM00353,"apoptotic process|aryl hydrocarbon receptor activity|aryl hydrocarbon receptor complex|blood vessel development|cell cycle|circadian regulation of gene expression|cytoplasm|cytosol|cytosolic aryl hydrocarbon receptor complex|DNA binding|E-box binding|enhancer binding|Hsp90 protein binding|intracellular receptor signaling pathway|negative regulation of transcription, DNA-templated|nuclear aryl hydrocarbon receptor complex|nucleoplasm|nucleus|positive regulation of transcription from RNA polymerase II promoter|positive regulation of transcription, DNA-templated|protein binding|protein complex|protein dimerization activity|protein heterodimerization activity|regulation of B cell proliferation|regulation of gene expression|regulation of transcription from RNA polymerase II promoter|regulation of transcription, DNA-templated|response to toxic substance|response to xenobiotic stimulus|rhythmic process|RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding|TBP-class protein binding|TFIID-class transcription factor binding|transcription coactivator binding|transcription factor activity, sequence-specific DNA binding|transcription factor binding|transcription factor complex|transcription from RNA polymerase II promoter|transcription regulatory region DNA binding|transcription, DNA-templated|xenobiotic metabolic process",AHR
WBGene00000096,ENSG00000106546,COMPARA|COMPARA88|COMPARA89|INPARANOID|ORTHOINSPECTOR|ORTHOMCL,6,ahr-1,C41G7.5,I-4P21,"INTERPRO:IPR000014 ""PAS domain""|INTERPRO:IPR013655 ""PAS fold-3""|INTERPRO:IPR013767 ""PAS fold""",SM00086|SM00091|SM00353,"apoptotic process|aryl hydrocarbon receptor activity|aryl hydrocarbon receptor complex|blood vessel development|cell cycle|circadian regulation of gene expression|cytoplasm|cytosol|cytosolic aryl hydrocarbon receptor complex|DNA binding|E-box binding|enhancer binding|Hsp90 protein binding|intracellular receptor signaling pathway|negative regulation of transcription, DNA-templated|nuclear aryl hydrocarbon receptor complex|nucleoplasm|nucleus|positive regulation of transcription from RNA polymerase II promoter|positive regulation of transcription, DNA-templated|protein binding|protein complex|protein dimerization activity|protein heterodimerization activity|regulation of B cell proliferation|regulation of gene expression|regulation of transcription from RNA polymerase II promoter|regulation of transcription, DNA-templated|response to toxic substance|response to xenobiotic stimulus|rhythmic process|RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding|TBP-class protein binding|TFIID-class transcription factor binding|transcription coactivator binding|transcription factor activity, sequence-specific DNA binding|transcription factor binding|transcription factor complex|transcription from RNA polymerase II promoter|transcription regulatory region DNA binding|transcription, DNA-templated|xenobiotic metabolic process",AHR
WBGene00000096,ENSG00000106546,COMPARA|COMPARA88|COMPARA89|INPARANOID|ORTHOINSPECTOR|ORTHOMCL,6,ahr-1,C41G7.5,I-4P21,"INTERPRO:IPR000014 ""PAS domain""|INTERPRO:IPR013655 ""PAS fold-3""|INTERPRO:IPR013767 ""PAS fold""",SM00086|SM00091|SM00353,"apoptotic process|aryl hydrocarbon receptor activity|aryl hydrocarbon receptor complex|blood vessel development|cell cycle|circadian regulation of gene expression|cytoplasm|cytosol|cytosolic aryl hydrocarbon receptor complex|DNA binding|E-box binding|enhancer binding|Hsp90 protein binding|intracellular receptor signaling pathway|negative regulation of transcription, DNA-templated|nuclear aryl hydrocarbon receptor complex|nucleoplasm|nucleus|positive regulation of transcription from RNA polymerase II promoter|positive regulation of transcription, DNA-templated|protein binding|protein complex|protein dimerization activity|protein heterodimerization activity|regulation of B cell proliferation|regulation of gene expression|regulation of transcription from RNA polymerase II promoter|regulation of transcription, DNA-templated|response to toxic substance|response to xenobiotic stimulus|rhythmic process|RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding|TBP-class protein binding|TFIID-class transcription factor binding|transcription coactivator binding|transcription factor activity, sequence-specific DNA binding|transcription factor binding|transcription factor complex|transcription from RNA polymerase II promoter|transcription regulatory region DNA binding|transcription, DNA-templated|xenobiotic metabolic process",AHR
WBGene00000097,ENSG00000158552,COMPARA|COMPARA88|COMPARA89|HOMOLOGENE|INPARANOID|ORTHOINSPECTOR|ORTHOMCL,7,aip-1,F58E10.4,V-9A12,"INTERPRO:IPR000058 ""Zinc finger, AN1-type""",SM00154|SM00726,"endoplasmic reticulum|metal ion binding|protein binding|SRP-dependent cotranslational protein targeting to membrane, translocation|zinc ion binding",ZFAND2B
WBGene00000099,ENSG00000087586,COMPARA88|COMPARA89|HOMOLOGENE|INPARANOID|OMA|ORTHOINSPECTOR|ORTHOMCL,7,air-2,B0207.4,I-9A05,"INTERPRO:IPR000719 ""Protein kinase domain""|INTERPRO:IPR011009 ""Protein kinase-like domain""|INTERPRO:IPR030616 ""Aurora kinase""",SM00220,"anaphase-promoting complex-dependent catabolic process|anterior/posterior axis specification|ATP binding|axon hillock|cell cycle|cell division|cell projection|cell projection organization|centriole|centrosome|centrosome localization|chromosome passenger complex|cilium|condensed nuclear chromosome, centromeric region|cytoplasm|cytoskeleton|cytosol|DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest|G2/M transition of mitotic cell cycle|germinal vesicle|histone serine kinase activity|histone-serine phosphorylation|kinase activity|liver regeneration|meiotic cell cycle|meiotic spindle|meiotic spindle organization|microtubule|microtubule cytoskeleton|microtubule cytoskeleton organization|microtubule organizing center|midbody|mitotic cell cycle|mitotic centrosome separation|mitotic spindle|mitotic spindle organization|mitotic spindle pole|negative regulation of apoptotic process|negative regulation of G2/M transition of mitotic cell cycle|negative regulation of protein binding|neuron projection extension|nucleoplasm|nucleotide binding|nucleus|perinuclear region of cytoplasm|phosphorylation|positive regulation of mitotic nuclear division|positive regulation of oocyte maturation|positive regulation of proteasomal ubiquitin-dependent protein catabolic process|pronucleus|protein autophosphorylation|protein binding|protein heterodimerization activity|protein kinase activity|protein kinase binding|protein localization to centrosome|protein phosphorylation|protein serine/threonine kinase activity|protein serine/threonine/tyrosine kinase activity|protein ubiquitination involved in ubiquitin-dependent protein catabolic process|regulation of centrosome cycle|regulation of cytokinesis|regulation of protein stability|regulation of signal transduction by p53 class mediator|response to wounding|spindle|spindle assembly involved in female meiosis I|spindle microtubule|spindle midzone|spindle organization|spindle pole|spindle pole centrosome|transferase activity|ubiquitin protein ligase binding",AURKA
WBGene00000099,ENSG00000105146,COMPARA88|COMPARA89|INPARANOID|OMA|ORTHOINSPECTOR|ORTHOMCL,6,air-2,B0207.4,I-9A05,"INTERPRO:IPR000719 ""Protein kinase domain""|INTERPRO:IPR011009 ""Protein kinase-like domain""|INTERPRO:IPR030616 ""Aurora kinase""",SM00220,"ATP binding|attachment of spindle microtubules to kinetochore|cell cycle|cell division|chromosome|chromosome passenger complex|chromosome, centromeric region|condensed chromosome|condensed nuclear chromosome, centromeric region|cytokinesis|cytoplasm|cytoskeleton|histone modification|histone serine kinase activity|histone-serine phosphorylation|kinase activity|meiotic cell cycle|midbody|mitotic spindle midzone assembly|nucleotide binding|nucleus|oocyte development|phosphorylation|positive regulation of cytokinesis|protein binding|protein kinase activity|protein phosphorylation|protein serine/threonine kinase activity|protein serine/threonine/tyrosine kinase activity|spermatogenesis|spindle|spindle microtubule|spindle midzone|spindle midzone assembly|spindle pole centrosome|transferase activity",AURKC
WBGene00000099,ENSG00000178999,COMPARA88|COMPARA89|INPARANOID|OMA|ORTHOINSPECTOR|ORTHOMCL,6,air-2,B0207.4,I-9A05,"INTERPRO:IPR000719 ""Protein kinase domain""|INTERPRO:IPR011009 ""Protein kinase-like domain""|INTERPRO:IPR030616 ""Aurora kinase""",SM00220,"abscission|aging|anaphase-promoting complex-dependent catabolic process|ATP binding|attachment of spindle microtubules to kinetochore|cell cycle|cell division|cell proliferation|cellular response to UV|chromocenter|chromosome|chromosome passenger complex|chromosome, centromeric region|cleavage furrow formation|condensed chromosome, centromeric region|condensed nuclear chromosome, centromeric region|cytoplasm|cytoskeleton|cytosol|histone H3-S28 phosphorylation|histone modification|histone serine kinase activity|kinase activity|kinetochore|metal ion binding|midbody|mitotic spindle midzone|mitotic spindle midzone assembly|negative regulation of B cell apoptotic process|negative regulation of cytokinesis|negative regulation of protein binding|negative regulation of transcription from RNA polymerase II promoter|nucleoplasm|nucleotide binding|nucleus|phosphorylation|positive regulation of cytokinesis|positive regulation of telomerase activity|positive regulation of telomere capping|positive regulation of telomere maintenance via telomerase|protein autophosphorylation|protein binding|protein kinase activity|protein localization to kinetochore|protein phosphorylation|protein serine/threonine kinase activity|protein serine/threonine/tyrosine kinase activity|protein sumoylation|protein ubiquitination involved in ubiquitin-dependent protein catabolic process|regulation of chromosome segregation|regulation of signal transduction by p53 class mediator|sister chromatid cohesion|spindle|spindle checkpoint|spindle microtubule|spindle midzone|spindle organization|spindle pole centrosome|transferase activity",AURKB
WBGene00000100,ENSG00000100285,ORTHOMCL,1,ajm-1,C25A11.4,X-4J01,,SM01391,"axon|axon development|axonogenesis|cell projection assembly|cytoplasm|dynein complex binding|intermediate filament|intermediate filament bundle assembly|intermediate filament cytoskeleton organization|kinesin binding|microtubule binding|microtubule cytoskeleton organization|mitochondrion|myelin sheath|neurofibrillary tangle|neurofilament|neurofilament bundle assembly|neurofilament cytoskeleton organization|peripheral nervous system neuron axonogenesis|postsynaptic density|protein binding, bridging|protein kinase binding|regulation of organelle transport along microtubule|structural constituent of cytoskeleton|structural molecule activity",NEFH
WBGene00000100,ENSG00000100285,ORTHOMCL,1,ajm-1,C25A11.4,X-4J03,,SM01391,"axon|axon development|axonogenesis|cell projection assembly|cytoplasm|dynein complex binding|intermediate filament|intermediate filament bundle assembly|intermediate filament cytoskeleton organization|kinesin binding|microtubule binding|microtubule cytoskeleton organization|mitochondrion|myelin sheath|neurofibrillary tangle|neurofilament|neurofilament bundle assembly|neurofilament cytoskeleton organization|peripheral nervous system neuron axonogenesis|postsynaptic density|protein binding, bridging|protein kinase binding|regulation of organelle transport along microtubule|structural constituent of cytoskeleton|structural molecule activity",NEFH
WBGene00000100,ENSG00000159450,ORTHOMCL,1,ajm-1,C25A11.4,X-4J01,,SM01394,biological_process|calcium ion binding|cornification|cornified envelope|cytoskeleton|cytosol|keratinization|metal ion binding|transition metal ion binding,TCHH
WBGene00000100,ENSG00000159450,ORTHOMCL,1,ajm-1,C25A11.4,X-4J03,,SM01394,biological_process|calcium ion binding|cornification|cornified envelope|cytoskeleton|cytosol|keratinization|metal ion binding|transition metal ion binding,TCHH
WBGene00000101,ENSG00000039319,COMPARA|COMPARA88|INPARANOID|ORTHOINSPECTOR|ORTHOMCL,5,aka-1,D1022.7,II-5L07,"INTERPRO:IPR000306 ""FYVE zinc finger""|INTERPRO:IPR011011 ""Zinc finger, FYVE/PHD-type""|INTERPRO:IPR013083 ""Zinc finger, RING/FYVE/PHD-type""|INTERPRO:IPR022557 ""Domain of unknown function DUF3480""",SM00064,"1-phosphatidylinositol binding|BMP signaling pathway|cytoplasm|cytosol|early endosome|early endosome membrane|endosomal transport|endosome|intracellular membrane-bounded organelle|membrane|metal ion binding|phosphatidylinositol-3,4,5-trisphosphate binding|protein binding|protein targeting to lysosome|protein transporter activity|regulation of endocytosis|signal transduction|vesicle organization",ZFYVE16
WBGene00000101,ENSG00000039319,COMPARA|COMPARA88|INPARANOID|ORTHOINSPECTOR|ORTHOMCL,5,aka-1,D1022.7,II-5L07,"INTERPRO:IPR000306 ""FYVE zinc finger""|INTERPRO:IPR011011 ""Zinc finger, FYVE/PHD-type""|INTERPRO:IPR013083 ""Zinc finger, RING/FYVE/PHD-type""|INTERPRO:IPR022557 ""Domain of unknown function DUF3480""",SM00064,"1-phosphatidylinositol binding|BMP signaling pathway|cytoplasm|cytosol|early endosome|early endosome membrane|endosomal transport|endosome|intracellular membrane-bounded organelle|membrane|metal ion binding|phosphatidylinositol-3,4,5-trisphosphate binding|protein binding|protein targeting to lysosome|protein transporter activity|regulation of endocytosis|signal transduction|vesicle organization",ZFYVE16
WBGene00000101,ENSG00000039319,COMPARA|COMPARA88|INPARANOID|ORTHOINSPECTOR|ORTHOMCL,5,aka-1,D1022.7,II-5L07,"INTERPRO:IPR000306 ""FYVE zinc finger""|INTERPRO:IPR011011 ""Zinc finger, FYVE/PHD-type""|INTERPRO:IPR013083 ""Zinc finger, RING/FYVE/PHD-type""|INTERPRO:IPR017165 ""Zinc finger, FYVE-type, endofin""",SM00064,"1-phosphatidylinositol binding|BMP signaling pathway|cytoplasm|cytosol|early endosome|early endosome membrane|endosomal transport|endosome|intracellular membrane-bounded organelle|membrane|metal ion binding|phosphatidylinositol-3,4,5-trisphosphate binding|protein binding|protein targeting to lysosome|protein transporter activity|regulation of endocytosis|signal transduction|vesicle organization",ZFYVE16
WBGene00000101,ENSG00000157077,COMPARA|COMPARA88|INPARANOID|ORTHOINSPECTOR|ORTHOMCL,5,aka-1,D1022.7,II-5L07,"INTERPRO:IPR000306 ""FYVE zinc finger""|INTERPRO:IPR011011 ""Zinc finger, FYVE/PHD-type""|INTERPRO:IPR013083 ""Zinc finger, RING/FYVE/PHD-type""|INTERPRO:IPR022557 ""Domain of unknown function DUF3480""",SM00064,1-phosphatidylinositol binding|cytoplasm|cytosol|early endosome|early endosome membrane|endocytosis|endosome|intracellular membrane-bounded organelle|membrane|metal ion binding|protein binding|protein complex|protein domain specific binding|proteolysis|serine-type peptidase activity|SMAD protein complex assembly|SMAD protein import into nucleus|transforming growth factor beta receptor signaling pathway,ZFYVE9
WBGene00000101,ENSG00000157077,COMPARA|COMPARA88|INPARANOID|ORTHOINSPECTOR|ORTHOMCL,5,aka-1,D1022.7,II-5L07,"INTERPRO:IPR000306 ""FYVE zinc finger""|INTERPRO:IPR011011 ""Zinc finger, FYVE/PHD-type""|INTERPRO:IPR013083 ""Zinc finger, RING/FYVE/PHD-type""|INTERPRO:IPR022557 ""Domain of unknown function DUF3480""",SM00064,1-phosphatidylinositol binding|cytoplasm|cytosol|early endosome|early endosome membrane|endocytosis|endosome|intracellular membrane-bounded organelle|membrane|metal ion binding|protein binding|protein complex|protein domain specific binding|proteolysis|serine-type peptidase activity|SMAD protein complex assembly|SMAD protein import into nucleus|transforming growth factor beta receptor signaling pathway,ZFYVE9
WBGene00000101,ENSG00000157077,COMPARA|COMPARA88|INPARANOID|ORTHOINSPECTOR|ORTHOMCL,5,aka-1,D1022.7,II-5L07,"INTERPRO:IPR000306 ""FYVE zinc finger""|INTERPRO:IPR011011 ""Zinc finger, FYVE/PHD-type""|INTERPRO:IPR013083 ""Zinc finger, RING/FYVE/PHD-type""|INTERPRO:IPR017165 ""Zinc finger, FYVE-type, endofin""",SM00064,1-phosphatidylinositol binding|cytoplasm|cytosol|early endosome|early endosome membrane|endocytosis|endosome|intracellular membrane-bounded organelle|membrane|metal ion binding|protein binding|protein complex|protein domain specific binding|proteolysis|serine-type peptidase activity|SMAD protein complex assembly|SMAD protein import into nucleus|transforming growth factor beta receptor signaling pathway,ZFYVE9
WBGene00000102,ENSG00000101049,ORTHOMCL,1,akt-1,C12D8.10,V-7I17,"INTERPRO:IPR000719 ""Protein kinase domain""|INTERPRO:IPR000961 ""AGC-kinase, C-terminal""|INTERPRO:IPR001849 ""Pleckstrin homology domain""|INTERPRO:IPR011009 ""Protein kinase-like domain""|INTERPRO:IPR011993 ""PH domain-like""|INTERPRO:IPR017892 ""Protein kinase, C-terminal""",SM00133|SM00220,ATP binding|calcium channel regulator activity|cellular_component|chloride channel regulator activity|cytoplasm|cytosol|intracellular|intracellular signal transduction|ion transmembrane transport|kinase activity|nucleoplasm|nucleotide binding|nucleus|peptidyl-serine phosphorylation|phosphorylation|positive regulation of transporter activity|potassium channel regulator activity|protein kinase activity|protein phosphorylation|protein serine/threonine kinase activity|regulation of apoptotic process|regulation of cell growth|regulation of cell proliferation|response to oxidative stress|sodium channel regulator activity|transferase activity,SGK2
WBGene00000102,ENSG00000101049,ORTHOMCL,1,akt-1,C12D8.10,V-7I17,"INTERPRO:IPR000719 ""Protein kinase domain""|INTERPRO:IPR000961 ""AGC-kinase, C-terminal""|INTERPRO:IPR001849 ""Pleckstrin homology domain""|INTERPRO:IPR011009 ""Protein kinase-like domain""|INTERPRO:IPR011993 ""PH domain-like""|INTERPRO:IPR017892 ""Protein kinase, C-terminal""",SM00133|SM00220,ATP binding|calcium channel regulator activity|cellular_component|chloride channel regulator activity|cytoplasm|cytosol|intracellular|intracellular signal transduction|ion transmembrane transport|kinase activity|nucleoplasm|nucleotide binding|nucleus|peptidyl-serine phosphorylation|phosphorylation|positive regulation of transporter activity|potassium channel regulator activity|protein kinase activity|protein phosphorylation|protein serine/threonine kinase activity|regulation of apoptotic process|regulation of cell growth|regulation of cell proliferation|response to oxidative stress|sodium channel regulator activity|transferase activity,SGK2
